2022/4/7,15:34:08,采样间隔:,0.1 s,,,,,
4.48E-05,68.15,1.148086,1.64E-05,4.17E-05,68.568,1111,5.06E-07,152.796654
4.48E-05,68.26,1.148086,1.64E-05,4.17E-05,68.578,1111,4.99E-07,152.796654
4.48E-05,68.26,1.148086,1.63E-05,4.17E-05,68.618,1111,4.93E-07,152.796654
4.48E-05,68.26,1.148086,1.63E-05,4.17E-05,68.653,1111,4.85E-07,152.796654
4.48E-05,68.31,1.148086,1.63E-05,4.17E-05,68.667,1111,4.77E-07,152.793231
4.48E-05,68.31,1.142037,1.63E-05,4.18E-05,68.644,1111,4.69E-07,152.793231
4.49E-05,68.31,1.142037,1.64E-05,4.18E-05,68.635,1111,4.62E-07,152.793231
4.49E-05,68.41,1.142037,1.64E-05,4.18E-05,68.624,1111,4.56E-07,152.793231
4.49E-05,68.41,1.142037,1.64E-05,4.18E-05,68.621,1111,4.49E-07,152.791111
4.48E-05,68.41,1.142037,1.64E-05,4.18E-05,68.591,1111,4.44E-07,152.791111
4.48E-05,68.46,1.141537,1.64E-05,4.17E-05,68.56,1111,4.38E-07,152.791111
4.48E-05,68.46,1.141537,1.64E-05,4.17E-05,68.565,1111,4.33E-07,152.791111
4.48E-05,68.46,1.141537,1.64E-05,4.17E-05,68.542,1111,4.27E-07,152.791111
4.47E-05,68.56,1.141537,1.64E-05,4.16E-05,68.503,1111,4.21E-07,152.789511
4.48E-05,68.56,1.141537,1.64E-05,4.17E-05,68.55,1111,4.15E-07,152.789511
4.49E-05,68.56,1.14061,1.63E-05,4.18E-05,68.629,1111,4.09E-07,152.789511
4.49E-05,68.66,1.14061,1.63E-05,4.18E-05,68.681,1111,4.03E-07,152.789511
4.49E-05,68.66,1.14061,1.63E-05,4.18E-05,68.657,1111,3.97E-07,152.789511
4.49E-05,68.66,1.14061,1.63E-05,4.18E-05,68.652,1111,3.92E-07,152.788878
4.48E-05,68.71,1.14061,1.63E-05,4.17E-05,68.668,1111,3.86E-07,152.788878
4.48E-05,68.71,1.144638,1.63E-05,4.17E-05,68.634,1111,3.79E-07,152.788878
4.49E-05,68.71,1.144638,1.64E-05,4.18E-05,68.61,1111,3.73E-07,152.788878
4.49E-05,68.71,1.144638,1.64E-05,4.18E-05,68.611,1111,3.68E-07,152.789325
4.49E-05,68.81,1.144638,1.64E-05,4.18E-05,68.583,1111,3.63E-07,152.789325
4.49E-05,68.81,1.144638,1.65E-05,4.17E-05,68.484,1111,3.59E-07,152.789325
4.49E-05,68.81,1.144002,1.65E-05,4.17E-05,68.465,1111,3.54E-07,152.789325
4.49E-05,68.86,1.144002,1.65E-05,4.17E-05,68.462,1111,3.50E-07,152.789325
4.49E-05,68.86,1.144002,1.64E-05,4.18E-05,68.512,1111,3.44E-07,152.791148
4.49E-05,68.86,1.144002,1.65E-05,4.18E-05,68.496,1111,3.37E-07,152.791148
4.50E-05,68.95,1.144002,1.65E-05,4.18E-05,68.431,1111,3.30E-07,152.791148
4.49E-05,68.95,1.150152,1.65E-05,4.18E-05,68.437,1111,3.23E-07,152.791148
4.49E-05,68.95,1.150152,1.65E-05,4.18E-05,68.487,1111,3.16E-07,152.791148
4.49E-05,69,1.150152,1.64E-05,4.18E-05,68.56,1111,3.10E-07,152.794422
4.49E-05,69,1.150152,1.64E-05,4.18E-05,68.63,1111,3.05E-07,152.794422
4.50E-05,69,1.150152,1.64E-05,4.19E-05,68.671,1111,2.99E-07,152.794422
4.50E-05,69.09,1.143071,1.63E-05,4.19E-05,68.682,1111,2.94E-07,152.794422
4.49E-05,69.09,1.143071,1.64E-05,4.18E-05,68.565,1111,2.88E-07,152.798179
4.49E-05,69.09,1.143071,1.65E-05,4.18E-05,68.438,1111,2.83E-07,152.798179
4.49E-05,69.19,1.143071,1.65E-05,4.17E-05,68.421,1111,2.77E-07,152.798179
4.49E-05,69.19,1.143071,1.65E-05,4.18E-05,68.433,1111,2.73E-07,152.798179
4.49E-05,69.19,1.148063,1.65E-05,4.17E-05,68.393,1111,2.67E-07,152.798179
4.49E-05,69.23,1.148063,1.66E-05,4.17E-05,68.364,1111,2.63E-07,152.803872
4.49E-05,69.23,1.148063,1.66E-05,4.17E-05,68.353,1111,2.59E-07,152.803872
4.49E-05,69.23,1.148063,1.66E-05,4.18E-05,68.337,1111,2.55E-07,152.803872
4.50E-05,69.31,1.148063,1.66E-05,4.18E-05,68.366,1111,2.52E-07,152.803872
4.51E-05,69.31,1.142039,1.66E-05,4.19E-05,68.392,1111,2.50E-07,152.810345
4.51E-05,69.31,1.142039,1.66E-05,4.20E-05,68.44,1111,2.47E-07,152.810345
4.51E-05,69.36,1.142039,1.66E-05,4.20E-05,68.458,1111,2.45E-07,152.810345
4.51E-05,69.36,1.142039,1.65E-05,4.19E-05,68.495,1111,2.44E-07,152.810345
4.51E-05,69.36,1.142039,1.65E-05,4.20E-05,68.526,1111,2.42E-07,152.810345
4.51E-05,69.45,1.150053,1.65E-05,4.20E-05,68.533,1111,2.40E-07,152.818493
4.51E-05,69.45,1.150053,1.65E-05,4.19E-05,68.519,1111,2.39E-07,152.818493
4.50E-05,69.45,1.150053,1.65E-05,4.19E-05,68.55,1111,2.37E-07,152.818493
4.50E-05,69.49,1.150053,1.64E-05,4.19E-05,68.605,1111,2.35E-07,152.818493
4.49E-05,69.49,1.15137,1.64E-05,4.18E-05,68.595,1111,2.30E-07,152.827087
4.49E-05,69.49,1.15137,1.64E-05,4.18E-05,68.605,1111,2.27E-07,152.827087
4.50E-05,69.58,1.15137,1.64E-05,4.19E-05,68.601,1111,2.22E-07,152.827087
4.50E-05,69.58,1.15137,1.64E-05,4.19E-05,68.581,1111,2.18E-07,152.827087
4.50E-05,69.58,1.15137,1.64E-05,4.19E-05,68.583,1111,2.16E-07,152.827087
4.50E-05,69.62,1.138537,1.64E-05,4.19E-05,68.584,1111,2.14E-07,152.837802
4.50E-05,69.62,1.138537,1.64E-05,4.19E-05,68.551,1111,2.11E-07,152.837802
4.50E-05,69.62,1.138537,1.65E-05,4.19E-05,68.521,1111,2.09E-07,152.837802
4.50E-05,69.7,1.138537,1.65E-05,4.19E-05,68.494,1111,2.06E-07,152.837802
4.51E-05,69.7,1.138537,1.66E-05,4.19E-05,68.458,1111,2.04E-07,152.837802
4.51E-05,69.7,1.136775,1.65E-05,4.19E-05,68.499,1111,2.02E-07,152.849707
4.51E-05,69.7,1.136775,1.65E-05,4.19E-05,68.51,1111,1.99E-07,152.849707
4.51E-05,69.79,1.136775,1.65E-05,4.20E-05,68.511,1111,1.95E-07,152.849707
4.52E-05,69.79,1.136775,1.66E-05,4.20E-05,68.493,1111,1.93E-07,152.849707
4.51E-05,69.83,1.138023,1.65E-05,4.20E-05,68.494,1111,1.87E-07,152.863138
4.51E-05,69.83,1.138023,1.65E-05,4.19E-05,68.496,1111,1.85E-07,152.863138
4.51E-05,69.92,1.138023,1.65E-05,4.19E-05,68.479,1111,1.83E-07,152.863138
4.51E-05,69.92,1.138023,1.65E-05,4.19E-05,68.472,1111,1.81E-07,152.863138
4.52E-05,69.92,1.138023,1.65E-05,4.21E-05,68.564,1111,1.80E-07,152.877871
4.52E-05,69.96,1.132235,1.65E-05,4.21E-05,68.585,1111,1.78E-07,152.877871
4.52E-05,69.96,1.132235,1.65E-05,4.21E-05,68.537,1111,1.78E-07,152.877871
4.52E-05,69.96,1.132235,1.66E-05,4.21E-05,68.525,1111,1.77E-07,152.877871
4.52E-05,69.96,1.132235,1.66E-05,4.20E-05,68.472,1111,1.76E-07,152.89398
4.51E-05,70.05,1.132235,1.66E-05,4.20E-05,68.463,1111,1.75E-07,152.89398
4.51E-05,70.05,1.139219,1.66E-05,4.20E-05,68.456,1111,1.74E-07,152.89398
4.51E-05,70.05,1.139219,1.66E-05,4.20E-05,68.463,1111,1.73E-07,152.89398
4.51E-05,70.1,1.139219,1.66E-05,4.20E-05,68.476,1111,1.71E-07,152.89398
4.51E-05,70.1,1.139219,1.66E-05,4.19E-05,68.452,1111,1.70E-07,152.911541
4.51E-05,70.1,1.139219,1.66E-05,4.19E-05,68.375,1111,1.69E-07,152.911541
4.51E-05,70.18,1.143931,1.67E-05,4.19E-05,68.331,1111,1.69E-07,152.911541
4.51E-05,70.18,1.143931,1.66E-05,4.19E-05,68.441,1111,1.69E-07,152.911541
4.51E-05,70.18,1.143931,1.66E-05,4.19E-05,68.449,1111,1.69E-07,152.911541
4.51E-05,70.23,1.143931,1.65E-05,4.19E-05,68.49,1111,1.69E-07,152.93085
4.50E-05,70.23,1.143931,1.65E-05,4.19E-05,68.488,1111,1.69E-07,152.93085
4.51E-05,70.23,1.152277,1.65E-05,4.19E-05,68.473,1111,1.68E-07,152.93085
4.51E-05,70.31,1.152277,1.66E-05,4.20E-05,68.421,1111,1.66E-07,152.93085
4.52E-05,70.31,1.152277,1.66E-05,4.20E-05,68.421,1111,1.63E-07,152.950866
4.51E-05,70.31,1.152277,1.66E-05,4.20E-05,68.419,1111,1.61E-07,152.950866
4.51E-05,70.4,1.160232,1.66E-05,4.20E-05,68.379,1111,1.59E-07,152.950866
4.52E-05,70.4,1.160232,1.67E-05,4.20E-05,68.351,1111,1.58E-07,152.950866
4.52E-05,70.4,1.160232,1.67E-05,4.20E-05,68.326,1111,1.57E-07,152.950866
4.52E-05,70.44,1.160232,1.67E-05,4.20E-05,68.315,1111,1.57E-07,152.97263
4.53E-05,70.44,1.160232,1.67E-05,4.21E-05,68.317,1111,1.57E-07,152.97263
4.53E-05,70.44,1.15482,1.67E-05,4.21E-05,68.303,1111,1.57E-07,152.97263
4.53E-05,70.52,1.15482,1.67E-05,4.21E-05,68.314,1111,1.58E-07,152.97263
4.53E-05,70.52,1.15482,1.67E-05,4.21E-05,68.359,1111,1.58E-07,152.996739
4.53E-05,70.52,1.15482,1.67E-05,4.21E-05,68.425,1111,1.58E-07,152.996739
4.53E-05,70.56,1.15482,1.66E-05,4.22E-05,68.521,1111,1.58E-07,152.996739
4.53E-05,70.56,1.151521,1.66E-05,4.22E-05,68.52,1111,1.58E-07,152.996739
4.53E-05,70.56,1.151521,1.66E-05,4.21E-05,68.437,1111,1.57E-07,152.996739
4.52E-05,70.64,1.151521,1.67E-05,4.20E-05,68.334,1111,1.57E-07,153.021666
4.52E-05,70.64,1.151521,1.67E-05,4.20E-05,68.323,1111,1.57E-07,153.021666
4.51E-05,70.64,1.151521,1.66E-05,4.20E-05,68.385,1111,1.56E-07,153.021666
4.52E-05,70.68,1.157204,1.67E-05,4.20E-05,68.352,1111,1.56E-07,153.021666
4.52E-05,70.68,1.157204,1.67E-05,4.20E-05,68.326,1111,1.56E-07,153.021666
4.53E-05,70.68,1.157204,1.67E-05,4.21E-05,68.373,1111,1.56E-07,153.048899
4.53E-05,70.68,1.157204,1.67E-05,4.21E-05,68.432,1111,1.55E-07,153.048899
4.53E-05,70.76,1.157204,1.66E-05,4.21E-05,68.448,1111,1.55E-07,153.048899
4.53E-05,70.76,1.153255,1.66E-05,4.21E-05,68.473,1111,1.54E-07,153.048899
4.52E-05,70.76,1.153255,1.66E-05,4.21E-05,68.426,1111,1.54E-07,153.076653
4.52E-05,70.84,1.153255,1.66E-05,4.21E-05,68.421,1111,1.54E-07,153.076653
4.52E-05,70.84,1.153255,1.66E-05,4.21E-05,68.49,1111,1.54E-07,153.076653
4.52E-05,70.84,1.153255,1.66E-05,4.21E-05,68.507,1111,1.54E-07,153.076653
4.52E-05,70.88,1.150487,1.65E-05,4.21E-05,68.544,1111,1.53E-07,153.076653
4.53E-05,70.88,1.150487,1.66E-05,4.21E-05,68.509,1111,1.53E-07,153.10664
4.54E-05,70.88,1.150487,1.67E-05,4.22E-05,68.437,1111,1.53E-07,153.10664
4.54E-05,70.96,1.150487,1.67E-05,4.22E-05,68.357,1111,1.53E-07,153.10664
4.54E-05,70.96,1.150487,1.67E-05,4.22E-05,68.349,1111,1.53E-07,153.10664
4.54E-05,70.96,1.160579,1.67E-05,4.22E-05,68.399,1111,1.53E-07,153.10664
4.54E-05,71,1.160579,1.67E-05,4.22E-05,68.364,1111,1.52E-07,153.137445
4.54E-05,71,1.160579,1.67E-05,4.22E-05,68.365,1111,1.52E-07,153.137445
4.54E-05,71,1.160579,1.67E-05,4.22E-05,68.373,1111,1.51E-07,153.137445
4.54E-05,71.08,1.160579,1.67E-05,4.22E-05,68.378,1111,1.51E-07,153.137445
4.54E-05,71.08,1.16882,1.67E-05,4.22E-05,68.412,1111,1.49E-07,153.17026
4.54E-05,71.08,1.16882,1.67E-05,4.22E-05,68.446,1111,1.48E-07,153.17026
4.54E-05,71.12,1.16882,1.67E-05,4.22E-05,68.444,1111,1.48E-07,153.17026
4.53E-05,71.12,1.16882,1.67E-05,4.21E-05,68.414,1111,1.47E-07,153.17026
4.53E-05,71.12,1.16882,1.67E-05,4.21E-05,68.374,1111,1.48E-07,153.17026
4.53E-05,71.2,1.154995,1.67E-05,4.21E-05,68.347,1111,1.48E-07,153.204636
4.54E-05,71.2,1.154995,1.67E-05,4.22E-05,68.379,1111,1.48E-07,153.204636
4.54E-05,71.2,1.154995,1.67E-05,4.22E-05,68.418,1111,1.48E-07,153.204636
4.54E-05,71.27,1.154995,1.67E-05,4.22E-05,68.446,1111,1.46E-07,153.204636
4.54E-05,71.27,1.154995,1.67E-05,4.23E-05,68.452,1111,1.45E-07,153.204636
4.54E-05,71.27,1.176476,1.67E-05,4.22E-05,68.408,1111,1.44E-07,153.240985
4.54E-05,71.27,1.176476,1.67E-05,4.22E-05,68.369,1111,1.43E-07,153.240985
4.54E-05,71.31,1.176476,1.67E-05,4.22E-05,68.361,1111,1.42E-07,153.240985
4.54E-05,71.31,1.176476,1.67E-05,4.22E-05,68.353,1111,1.40E-07,153.240985
4.53E-05,71.31,1.176476,1.67E-05,4.21E-05,68.391,1111,1.38E-07,153.240985
4.53E-05,71.39,1.230394,1.67E-05,4.22E-05,68.43,1111,1.36E-07,153.278598
4.54E-05,71.39,1.230394,1.67E-05,4.22E-05,68.427,1111,1.34E-07,153.278598
4.54E-05,71.39,1.230394,1.68E-05,4.22E-05,68.347,1111,1.32E-07,153.278598
4.54E-05,71.43,1.230394,1.68E-05,4.22E-05,68.296,1111,1.31E-07,153.278598
4.54E-05,71.43,1.230394,1.68E-05,4.22E-05,68.269,1111,1.31E-07,153.317775
4.54E-05,71.43,1.257499,1.68E-05,4.22E-05,68.243,1111,1.32E-07,153.317775
4.55E-05,71.5,1.257499,1.68E-05,4.23E-05,68.294,1111,1.33E-07,153.317775
4.56E-05,71.5,1.257499,1.68E-05,4.23E-05,68.31,1111,1.34E-07,153.317775
4.56E-05,71.5,1.257499,1.69E-05,4.23E-05,68.279,1111,1.35E-07,153.317775
4.56E-05,71.54,1.257499,1.69E-05,4.23E-05,68.227,1111,1.37E-07,153.358588
4.55E-05,71.54,1.275893,1.69E-05,4.23E-05,68.203,1111,1.39E-07,153.358588
4.55E-05,71.54,1.275893,1.69E-05,4.22E-05,68.247,1111,1.41E-07,153.358588
4.54E-05,71.61,1.275893,1.68E-05,4.22E-05,68.316,1111,1.42E-07,153.358588
4.54E-05,71.61,1.275893,1.68E-05,4.22E-05,68.337,1111,1.43E-07,153.358588
4.54E-05,71.61,1.275893,1.68E-05,4.22E-05,68.361,1111,1.43E-07,153.401447
4.55E-05,71.65,1.279086,1.68E-05,4.23E-05,68.356,1111,1.43E-07,153.401447
4.55E-05,71.65,1.279086,1.68E-05,4.23E-05,68.334,1111,1.44E-07,153.401447
4.55E-05,71.65,1.279086,1.68E-05,4.23E-05,68.336,1111,1.44E-07,153.401447
4.55E-05,71.72,1.279086,1.68E-05,4.23E-05,68.363,1111,1.44E-07,153.445274
4.55E-05,71.72,1.279086,1.68E-05,4.23E-05,68.375,1111,1.44E-07,153.445274
4.55E-05,71.72,1.274552,1.68E-05,4.23E-05,68.33,1111,1.44E-07,153.445274
4.54E-05,71.79,1.274552,1.69E-05,4.22E-05,68.197,1111,1.44E-07,153.445274
4.54E-05,71.79,1.274552,1.69E-05,4.21E-05,68.095,1111,1.45E-07,153.445274
4.54E-05,71.79,1.274552,1.69E-05,4.21E-05,68.121,1111,1.47E-07,153.490588
4.54E-05,71.79,1.274552,1.69E-05,4.22E-05,68.174,1111,1.47E-07,153.490588
4.54E-05,71.83,1.272849,1.69E-05,4.22E-05,68.182,1111,1.48E-07,153.490588
4.54E-05,71.83,1.272849,1.68E-05,4.22E-05,68.232,1111,1.48E-07,153.490588
4.54E-05,71.83,1.272849,1.68E-05,4.22E-05,68.285,1111,1.48E-07,153.490588
4.54E-05,71.9,1.272849,1.68E-05,4.22E-05,68.263,1111,1.48E-07,153.537764
4.55E-05,71.9,1.272849,1.69E-05,4.22E-05,68.223,1111,1.48E-07,153.537764
4.55E-05,71.9,1.257576,1.69E-05,4.22E-05,68.194,1111,1.49E-07,153.537764
4.55E-05,71.94,1.257576,1.69E-05,4.22E-05,68.161,1111,1.49E-07,153.537764
4.55E-05,71.94,1.257576,1.69E-05,4.22E-05,68.167,1111,1.50E-07,153.586092
4.55E-05,71.94,1.257576,1.69E-05,4.23E-05,68.179,1111,1.51E-07,153.586092
4.56E-05,72,1.257576,1.69E-05,4.23E-05,68.196,1111,1.52E-07,153.586092
4.56E-05,72,1.244384,1.69E-05,4.24E-05,68.197,1111,1.53E-07,153.586092
4.56E-05,72,1.244384,1.69E-05,4.23E-05,68.235,1111,1.53E-07,153.586092
4.55E-05,72.04,1.244384,1.68E-05,4.23E-05,68.308,1111,1.53E-07,153.636653
4.55E-05,72.04,1.244384,1.68E-05,4.22E-05,68.315,1111,1.53E-07,153.636653
4.55E-05,72.04,1.244384,1.68E-05,4.22E-05,68.288,1111,1.53E-07,153.636653
4.55E-05,72.1,1.210792,1.68E-05,4.22E-05,68.29,1111,1.52E-07,153.636653
4.55E-05,72.1,1.210792,1.68E-05,4.23E-05,68.357,1111,1.51E-07,153.636653
4.55E-05,72.1,1.210792,1.67E-05,4.23E-05,68.42,1111,1.50E-07,153.688553
4.55E-05,72.17,1.210792,1.67E-05,4.23E-05,68.453,1111,1.50E-07,153.688553
4.55E-05,72.17,1.210792,1.67E-05,4.23E-05,68.472,1111,1.50E-07,153.688553
4.55E-05,72.17,1.200908,1.68E-05,4.23E-05,68.409,1111,1.50E-07,153.688553
4.55E-05,72.21,1.200908,1.68E-05,4.23E-05,68.282,1111,1.50E-07,153.742424
4.54E-05,72.21,1.200908,1.68E-05,4.22E-05,68.254,1111,1.49E-07,153.742424
4.54E-05,72.21,1.200908,1.68E-05,4.22E-05,68.262,1111,1.49E-07,153.742424
4.54E-05,72.21,1.200908,1.68E-05,4.22E-05,68.284,1111,1.48E-07,153.742424
4.55E-05,72.28,1.193082,1.69E-05,4.23E-05,68.255,1111,1.48E-07,153.742424
4.56E-05,72.28,1.193082,1.69E-05,4.23E-05,68.204,1111,1.48E-07,153.797338
4.56E-05,72.28,1.193082,1.69E-05,4.23E-05,68.173,1111,1.47E-07,153.797338
4.56E-05,72.31,1.193082,1.70E-05,4.23E-05,68.15,1111,1.47E-07,153.797338
4.57E-05,72.31,1.193082,1.69E-05,4.24E-05,68.224,1111,1.46E-07,153.797338
4.57E-05,72.31,1.180513,1.69E-05,4.24E-05,68.274,1111,1.45E-07,153.797338
4.56E-05,72.38,1.180513,1.69E-05,4.24E-05,68.265,1111,1.43E-07,153.85467
4.56E-05,72.38,1.180513,1.69E-05,4.24E-05,68.292,1111,1.42E-07,153.85467
4.56E-05,72.38,1.180513,1.69E-05,4.24E-05,68.283,1111,1.41E-07,153.85467
4.56E-05,72.41,1.180513,1.69E-05,4.23E-05,68.28,1111,1.41E-07,153.85467
4.56E-05,72.41,1.174798,1.68E-05,4.24E-05,68.349,1111,1.41E-07,153.912448
4.56E-05,72.41,1.174798,1.68E-05,4.24E-05,68.365,1111,1.41E-07,153.912448
4.57E-05,72.48,1.174798,1.68E-05,4.25E-05,68.411,1111,1.40E-07,153.912448
4.57E-05,72.48,1.174798,1.68E-05,4.25E-05,68.368,1111,1.39E-07,153.912448
4.57E-05,72.48,1.174798,1.69E-05,4.25E-05,68.294,1111,1.39E-07,153.912448
4.57E-05,72.51,1.166874,1.70E-05,4.25E-05,68.225,1111,1.39E-07,153.972682
4.57E-05,72.51,1.166874,1.70E-05,4.24E-05,68.211,1111,1.39E-07,153.972682
4.56E-05,72.51,1.166874,1.69E-05,4.24E-05,68.25,1111,1.39E-07,153.972682
4.57E-05,72.58,1.166874,1.69E-05,4.24E-05,68.307,1111,1.38E-07,153.972682
4.57E-05,72.58,1.166874,1.68E-05,4.25E-05,68.379,1111,1.38E-07,153.972682
4.57E-05,72.58,1.172487,1.68E-05,4.25E-05,68.426,1111,1.38E-07,154.03392
4.57E-05,72.65,1.172487,1.68E-05,4.25E-05,68.381,1111,1.38E-07,154.03392
4.56E-05,72.65,1.172487,1.68E-05,4.24E-05,68.349,1111,1.37E-07,154.03392
4.56E-05,72.65,1.172487,1.69E-05,4.24E-05,68.299,1111,1.37E-07,154.03392
4.57E-05,72.65,1.172487,1.69E-05,4.24E-05,68.24,1111,1.38E-07,154.096795
4.57E-05,72.68,1.17933,1.70E-05,4.25E-05,68.163,1111,1.39E-07,154.096795
