2022/4/7,14:55:03,采样间隔:,0.1 s,,,,,
0.000305,95.66,0.4422,-1.78E-05,-0.000304,-93.355,1111,5.01E-07,301.648333
0.000305,95.64,0.451024,-1.80E-05,-0.000304,-93.386,1111,5.01E-07,301.648333
0.000305,95.64,0.451024,-1.81E-05,-0.000304,-93.396,1111,5.01E-07,301.648333
0.000305,95.64,0.451024,-1.81E-05,-0.000304,-93.395,1111,5.01E-07,301.651306
0.000305,95.6,0.451024,-1.80E-05,-0.000305,-93.389,1111,5.00E-07,301.651306
0.000305,95.6,0.451024,-1.80E-05,-0.000305,-93.385,1111,5.00E-07,301.651306
0.000305,95.6,0.448522,-1.80E-05,-0.000305,-93.374,1111,5.00E-07,301.651306
0.000305,95.58,0.448522,-1.79E-05,-0.000305,-93.361,1111,4.99E-07,301.651306
0.000305,95.58,0.448522,-1.79E-05,-0.000304,-93.358,1111,4.98E-07,301.651009
0.000305,95.58,0.448522,-1.79E-05,-0.000304,-93.362,1111,4.97E-07,301.651009
0.000305,95.55,0.448522,-1.79E-05,-0.000304,-93.359,1111,4.96E-07,301.651009
0.000305,95.55,0.437942,-1.79E-05,-0.000304,-93.371,1111,4.95E-07,301.651009
0.000305,95.55,0.437942,-1.80E-05,-0.000304,-93.385,1111,4.94E-07,301.651009
0.000305,95.51,0.437942,-1.81E-05,-0.000304,-93.412,1111,4.93E-07,301.65428
0.000305,95.51,0.437942,-1.82E-05,-0.000304,-93.427,1111,4.94E-07,301.65428
0.000305,95.51,0.437942,-1.82E-05,-0.000304,-93.413,1111,4.95E-07,301.65428
0.000305,95.49,0.429721,-1.80E-05,-0.000304,-93.393,1111,4.94E-07,301.65428
0.000305,95.49,0.429721,-1.79E-05,-0.000304,-93.37,1111,4.94E-07,301.653686
0.000305,95.49,0.429721,-1.79E-05,-0.000304,-93.361,1111,4.92E-07,301.653686
0.000305,95.45,0.429721,-1.79E-05,-0.000304,-93.377,1111,4.91E-07,301.653686
0.000305,95.45,0.429721,-1.81E-05,-0.000304,-93.398,1111,4.90E-07,301.653686
0.000305,95.45,0.461353,-1.82E-05,-0.000304,-93.414,1111,4.90E-07,301.653686
0.000305,95.43,0.461353,-1.80E-05,-0.000305,-93.389,1111,4.89E-07,301.65428
0.000305,95.43,0.461353,-1.78E-05,-0.000304,-93.343,1111,4.89E-07,301.65428
0.000305,95.43,0.461353,-1.77E-05,-0.000304,-93.327,1111,4.88E-07,301.65428
0.000305,95.4,0.461353,-1.78E-05,-0.000304,-93.349,1111,4.88E-07,301.65428
0.000305,95.4,0.467538,-1.79E-05,-0.000304,-93.375,1111,4.87E-07,301.65428
0.000305,95.4,0.467538,-1.81E-05,-0.000304,-93.407,1111,4.87E-07,301.655767
0.000305,95.4,0.467538,-1.82E-05,-0.000304,-93.422,1111,4.87E-07,301.655767
0.000305,95.38,0.467538,-1.81E-05,-0.000304,-93.406,1111,4.86E-07,301.655767
0.000305,95.38,0.467538,-1.80E-05,-0.000304,-93.378,1111,4.84E-07,301.655767
0.000305,95.38,0.454369,-1.79E-05,-0.000304,-93.363,1111,4.83E-07,301.654578
0.000305,95.34,0.454369,-1.79E-05,-0.000304,-93.361,1111,4.81E-07,301.654578
0.000305,95.34,0.454369,-1.79E-05,-0.000305,-93.369,1111,4.80E-07,301.654578
0.000305,95.34,0.454369,-1.79E-05,-0.000305,-93.37,1111,4.80E-07,301.654578
0.000305,95.32,0.454369,-1.79E-05,-0.000305,-93.372,1111,4.79E-07,301.654578
0.000305,95.32,0.452178,-1.80E-05,-0.000305,-93.375,1111,4.78E-07,301.651901
0.000305,95.32,0.452178,-1.80E-05,-0.000304,-93.386,1111,4.77E-07,301.651901
0.000305,95.29,0.452178,-1.80E-05,-0.000304,-93.393,1111,4.76E-07,301.651901
0.000305,95.29,0.452178,-1.80E-05,-0.000304,-93.381,1111,4.75E-07,301.651901
0.000305,95.29,0.452178,-1.79E-05,-0.000304,-93.371,1111,4.73E-07,301.651901
0.000305,95.25,0.453766,-1.80E-05,-0.000304,-93.38,1111,4.72E-07,301.651009
0.000305,95.25,0.453766,-1.81E-05,-0.000304,-93.402,1111,4.72E-07,301.651009
0.000305,95.25,0.453766,-1.82E-05,-0.000304,-93.419,1111,4.73E-07,301.651009
0.000305,95.23,0.453766,-1.82E-05,-0.000304,-93.43,1111,4.74E-07,301.651009
0.000305,95.23,0.481324,-1.82E-05,-0.000304,-93.426,1111,4.75E-07,301.64982
0.000304,95.23,0.481324,-1.81E-05,-0.000304,-93.404,1111,4.76E-07,301.64982
0.000305,95.2,0.481324,-1.81E-05,-0.000304,-93.4,1111,4.76E-07,301.64982
0.000305,95.2,0.481324,-1.81E-05,-0.000304,-93.404,1111,4.76E-07,301.64982
0.000305,95.2,0.481324,-1.81E-05,-0.000304,-93.398,1111,4.76E-07,301.64982
0.000305,95.18,0.481324,-1.80E-05,-0.000304,-93.388,1111,4.76E-07,301.646548
0.000305,95.18,0.467399,-1.80E-05,-0.000304,-93.38,1111,4.76E-07,301.646548
0.000305,95.18,0.467399,-1.80E-05,-0.000304,-93.381,1111,4.75E-07,301.646548
0.000305,95.14,0.467399,-1.80E-05,-0.000304,-93.38,1111,4.74E-07,301.646548
0.000305,95.14,0.467399,-1.80E-05,-0.000304,-93.378,1111,4.74E-07,301.646548
0.000305,95.14,0.467399,-1.79E-05,-0.000304,-93.36,1111,4.74E-07,301.643277
0.000305,95.14,0.472103,-1.78E-05,-0.000304,-93.34,1111,4.74E-07,301.643277
0.000305,95.13,0.472103,-1.78E-05,-0.000304,-93.345,1111,4.74E-07,301.643277
0.000305,95.13,0.472103,-1.78E-05,-0.000304,-93.354,1111,4.73E-07,301.643277
0.000305,95.13,0.472103,-1.79E-05,-0.000305,-93.363,1111,4.72E-07,301.636735
0.000305,95.09,0.472103,-1.79E-05,-0.000305,-93.36,1111,4.72E-07,301.636735
0.000305,95.09,0.484728,-1.78E-05,-0.000304,-93.341,1111,4.72E-07,301.636735
0.000305,95.09,0.484728,-1.77E-05,-0.000304,-93.333,1111,4.72E-07,301.636735
0.000305,95.07,0.484728,-1.77E-05,-0.000304,-93.331,1111,4.73E-07,301.636735
0.000305,95.07,0.484728,-1.78E-05,-0.000304,-93.344,1111,4.73E-07,301.633464
0.000305,95.07,0.484728,-1.79E-05,-0.000304,-93.365,1111,4.72E-07,301.633464
0.000305,95.05,0.467892,-1.79E-05,-0.000304,-93.374,1111,4.72E-07,301.633464
0.000288,95.05,0.467892,-1.67E-05,-0.000287,-93.331,1111,4.74E-07,301.633464
0.000217,95.05,0.467892,-1.19E-05,-0.000216,-93.135,1111,5.81E-07,301.629598
0.000136,95.02,0.467892,-6.40E-06,-0.000136,-92.695,1111,1.03E-06,301.629598
7.49E-05,95.02,0.463819,-2.33E-06,-7.48E-05,-91.782,1111,1.64E-06,301.629598
3.74E-05,95.02,0.463819,1.46E-07,-3.74E-05,-89.777,1111,2.26E-06,301.629598
1.48E-05,95,0.463819,1.67E-06,-1.47E-05,-83.446,1111,2.87E-06,301.629598
4.26E-06,95,0.463819,2.44E-06,-3.50E-06,-55.082,1111,3.39E-06,301.618892
3.71E-06,95,0.463819,2.87E-06,2.34E-06,39.197,1111,3.89E-06,301.618892
5.87E-06,94.96,0.459824,3.05E-06,5.02E-06,58.669,1111,4.33E-06,301.618892
6.93E-06,94.96,0.459824,3.14E-06,6.18E-06,63.057,1111,4.71E-06,301.618892
7.50E-06,94.96,0.459824,3.16E-06,6.80E-06,65.057,1111,5.07E-06,301.618892
7.77E-06,94.95,0.459824,3.19E-06,7.08E-06,65.764,1111,5.38E-06,301.61235
7.86E-06,94.95,0.459824,3.20E-06,7.19E-06,66.024,1111,5.67E-06,301.61235
7.80E-06,94.95,0.451947,3.18E-06,7.12E-06,65.951,1111,5.97E-06,301.61235
7.79E-06,94.92,0.451947,3.16E-06,7.12E-06,66.097,1111,6.22E-06,301.61235
7.82E-06,94.92,0.451947,3.16E-06,7.16E-06,66.191,1111,6.47E-06,301.61235
7.83E-06,94.92,0.451947,3.18E-06,7.16E-06,66.066,1111,6.68E-06,301.606402
7.86E-06,94.92,0.451947,3.19E-06,7.18E-06,66.067,1111,6.91E-06,301.606402
7.88E-06,94.9,0.274421,3.20E-06,7.20E-06,66.025,1111,7.13E-06,301.606402
7.83E-06,94.9,0.274421,3.19E-06,7.15E-06,65.967,1111,7.32E-06,301.606402
7.79E-06,94.9,0.274421,3.21E-06,7.10E-06,65.684,1111,7.51E-06,301.598968
7.70E-06,94.86,0.274421,3.20E-06,7.01E-06,65.446,1111,7.68E-06,301.598968
7.56E-06,94.86,0.274421,3.17E-06,6.86E-06,65.218,1111,7.86E-06,301.598968
7.53E-06,94.86,0.355729,3.16E-06,6.83E-06,65.176,1111,8.02E-06,301.598968
7.51E-06,94.83,0.355729,3.19E-06,6.80E-06,64.831,1111,8.18E-06,301.598968
7.47E-06,94.83,0.355729,3.24E-06,6.73E-06,64.284,1111,8.32E-06,301.590641
7.46E-06,94.83,0.355729,3.26E-06,6.72E-06,64.132,1111,8.47E-06,301.590641
7.42E-06,94.82,0.355729,3.23E-06,6.68E-06,64.212,1111,8.61E-06,301.590641
7.36E-06,94.82,0.392408,3.18E-06,6.64E-06,64.419,1111,8.74E-06,301.590641
7.33E-06,94.82,0.392408,3.16E-06,6.61E-06,64.445,1111,8.86E-06,301.590641
7.30E-06,94.78,0.392408,3.13E-06,6.59E-06,64.566,1111,8.98E-06,301.581125
7.30E-06,94.78,0.392408,3.18E-06,6.58E-06,64.227,1111,9.10E-06,301.581125
7.35E-06,94.78,0.392408,3.22E-06,6.61E-06,64.023,1111,9.21E-06,301.581125
7.40E-06,94.77,0.397223,3.20E-06,6.67E-06,64.398,1111,9.31E-06,301.581125
7.42E-06,94.77,0.397223,3.17E-06,6.71E-06,64.698,1111,9.42E-06,301.572799
7.41E-06,94.77,0.397223,3.14E-06,6.71E-06,64.885,1111,9.52E-06,301.572799
7.43E-06,94.74,0.397223,3.09E-06,6.75E-06,65.412,1111,9.61E-06,301.572799
7.53E-06,94.74,0.397223,3.13E-06,6.85E-06,65.458,1111,9.70E-06,301.572799
7.60E-06,94.74,0.808043,3.15E-06,6.91E-06,65.467,1111,9.79E-06,301.572799
7.61E-06,94.72,0.808043,3.14E-06,6.93E-06,65.632,1111,9.87E-06,301.562688
7.58E-06,94.72,0.808043,3.13E-06,6.90E-06,65.58,1111,9.95E-06,301.562688
7.53E-06,94.72,0.808043,3.13E-06,6.85E-06,65.431,1111,1.00E-05,301.562688
7.54E-06,94.69,0.808043,3.15E-06,6.85E-06,65.321,1111,1.01E-05,301.562688
7.52E-06,94.69,0.526976,3.11E-06,6.85E-06,65.56,1111,1.02E-05,301.562688
7.54E-06,94.69,0.526976,3.13E-06,6.86E-06,65.511,1111,1.02E-05,301.548711
7.58E-06,94.67,0.526976,3.19E-06,6.88E-06,65.086,1111,1.03E-05,301.548711
7.58E-06,94.67,0.526976,3.21E-06,6.87E-06,64.95,1111,1.04E-05,301.548711
7.56E-06,94.67,0.526976,3.21E-06,6.85E-06,64.884,1111,1.04E-05,301.548711
7.50E-06,94.67,0.510243,3.24E-06,6.76E-06,64.388,1111,1.05E-05,301.538303
7.41E-06,94.64,0.510243,3.25E-06,6.66E-06,63.972,1111,1.05E-05,301.538303
7.29E-06,94.64,0.510243,3.24E-06,6.53E-06,63.616,1111,1.06E-05,301.538303
7.23E-06,94.64,0.510243,3.24E-06,6.46E-06,63.355,1111,1.07E-05,301.538303
7.17E-06,94.61,0.510243,3.25E-06,6.39E-06,63.032,1111,1.07E-05,301.538303
7.07E-06,94.61,0.683609,3.23E-06,6.29E-06,62.824,1111,1.07E-05,301.530274
7.10E-06,94.61,0.683609,3.22E-06,6.32E-06,63.03,1111,1.08E-05,301.530274
7.37E-06,94.59,0.683609,3.22E-06,6.63E-06,64.076,1111,1.08E-05,301.530274
7.71E-06,94.59,0.683609,3.23E-06,7.00E-06,65.239,1111,1.09E-05,301.530274
7.95E-06,94.59,0.683609,3.20E-06,7.27E-06,66.219,1111,1.09E-05,301.530274
8.09E-06,94.56,0.530051,3.19E-06,7.44E-06,66.809,1111,1.10E-05,301.517487
8.20E-06,94.56,0.530051,3.19E-06,7.55E-06,67.118,1111,1.10E-05,301.517487
8.27E-06,94.56,0.530051,3.22E-06,7.62E-06,67.126,1111,1.10E-05,301.517487
8.31E-06,94.54,0.530051,3.24E-06,7.65E-06,67.016,1111,1.11E-05,301.517487
8.29E-06,94.54,0.530051,3.24E-06,7.63E-06,66.994,1111,1.11E-05,301.505591
8.27E-06,94.54,0.611798,3.21E-06,7.62E-06,67.136,1111,1.11E-05,301.505591
8.24E-06,94.51,0.611798,3.18E-06,7.60E-06,67.297,1111,1.11E-05,301.505591
8.19E-06,94.51,0.611798,3.15E-06,7.56E-06,67.361,1111,1.12E-05,301.505591
8.17E-06,94.51,0.611798,3.18E-06,7.52E-06,67.067,1111,1.12E-05,301.505591
8.18E-06,94.5,0.611798,3.22E-06,7.52E-06,66.822,1111,1.12E-05,301.496075
8.19E-06,94.5,0.508805,3.23E-06,7.52E-06,66.766,1111,1.12E-05,301.496075
8.17E-06,94.5,0.508805,3.20E-06,7.52E-06,66.922,1111,1.13E-05,301.496075
8.15E-06,94.47,0.508805,3.17E-06,7.51E-06,67.07,1111,1.13E-05,301.496075
8.21E-06,94.47,0.508805,3.21E-06,7.56E-06,66.985,1111,1.13E-05,301.496075
8.29E-06,94.47,0.508805,3.25E-06,7.63E-06,66.933,1111,1.13E-05,301.483585
8.31E-06,94.47,0.437528,3.27E-06,7.64E-06,66.81,1111,1.13E-05,301.483585
8.31E-06,94.45,0.437528,3.27E-06,7.64E-06,66.827,1111,1.13E-05,301.483585
8.27E-06,94.45,0.437528,3.23E-06,7.61E-06,66.969,1111,1.14E-05,301.483585
8.24E-06,94.45,0.437528,3.23E-06,7.58E-06,66.905,1111,1.14E-05,301.467824
8.24E-06,94.42,0.437528,3.25E-06,7.57E-06,66.789,1111,1.14E-05,301.467824
8.28E-06,94.42,0.631398,3.27E-06,7.61E-06,66.744,1111,1.14E-05,301.467824
8.28E-06,94.42,0.631398,3.30E-06,7.60E-06,66.56,1111,1.14E-05,301.467824
8.27E-06,94.39,0.631398,3.29E-06,7.59E-06,66.549,1111,1.14E-05,301.467824
8.25E-06,94.39,0.631398,3.28E-06,7.57E-06,66.576,1111,1.14E-05,301.452658
8.22E-06,94.39,0.631398,3.26E-06,7.55E-06,66.681,1111,1.14E-05,301.452658
8.21E-06,94.38,0.616514,3.23E-06,7.54E-06,66.831,1111,1.14E-05,301.452658
8.22E-06,94.38,0.616514,3.24E-06,7.56E-06,66.824,1111,1.14E-05,301.452658
8.27E-06,94.38,0.616514,3.27E-06,7.59E-06,66.697,1111,1.14E-05,301.452658
8.29E-06,94.35,0.616514,3.29E-06,7.61E-06,66.587,1111,1.15E-05,301.438087
8.28E-06,94.35,0.616514,3.27E-06,7.61E-06,66.707,1111,1.15E-05,301.438087
8.28E-06,94.35,0.571464,3.25E-06,7.62E-06,66.914,1111,1.15E-05,301.438087
8.27E-06,94.33,0.571464,3.19E-06,7.62E-06,67.283,1111,1.15E-05,301.438087
8.26E-06,94.33,0.571464,3.17E-06,7.62E-06,67.404,1111,1.15E-05,301.42292
8.20E-06,94.33,0.571464,3.15E-06,7.57E-06,67.434,1111,1.15E-05,301.42292
8.10E-06,94.3,0.571464,3.10E-06,7.49E-06,67.514,1111,1.15E-05,301.42292
8.04E-06,94.3,0.526521,3.09E-06,7.42E-06,67.403,1111,1.15E-05,301.42292
7.97E-06,94.3,0.526521,3.11E-06,7.34E-06,67.025,1111,1.15E-05,301.42292
7.91E-06,94.29,0.526521,3.15E-06,7.26E-06,66.525,1111,1.15E-05,301.41162
7.83E-06,94.29,0.526521,3.18E-06,7.16E-06,66.071,1111,1.15E-05,301.41162
7.78E-06,94.29,0.526521,3.23E-06,7.08E-06,65.448,1111,1.15E-05,301.41162
7.77E-06,94.26,0.524555,3.25E-06,7.06E-06,65.255,1111,1.15E-05,301.41162
7.69E-06,94.26,0.524555,3.24E-06,6.97E-06,65.082,1111,1.15E-05,301.41162
7.81E-06,94.26,0.524555,3.20E-06,7.12E-06,65.824,1111,1.15E-05,301.397346
8.04E-06,94.26,0.524555,3.17E-06,7.39E-06,66.816,1111,1.15E-05,301.397346
8.29E-06,94.23,0.524555,3.20E-06,7.65E-06,67.276,1111,1.14E-05,301.397346
8.48E-06,94.23,0.497276,3.24E-06,7.84E-06,67.523,1111,1.14E-05,301.397346
8.64E-06,94.23,0.497276,3.29E-06,7.99E-06,67.652,1111,1.12E-05,301.38218
8.76E-06,94.22,0.497276,3.31E-06,8.11E-06,67.794,1111,1.11E-05,301.38218
8.85E-06,94.22,0.497276,3.34E-06,8.20E-06,67.852,1111,1.09E-05,301.38218
8.87E-06,94.22,0.497276,3.34E-06,8.21E-06,67.878,1111,1.08E-05,301.38218
8.88E-06,94.19,0.479331,3.34E-06,8.23E-06,67.896,1111,1.06E-05,301.38218
8.94E-06,94.19,0.479331,3.35E-06,8.29E-06,68.009,1111,1.05E-05,301.364634
8.99E-06,94.19,0.479331,3.32E-06,8.35E-06,68.294,1111,1.03E-05,301.364634
8.94E-06,94.17,0.479331,3.29E-06,8.31E-06,68.426,1111,1.01E-05,301.364634
8.90E-06,94.17,0.479331,3.31E-06,8.26E-06,68.139,1111,9.96E-06,301.364634
8.84E-06,94.17,0.446776,3.33E-06,8.19E-06,67.862,1111,9.79E-06,301.364634
8.75E-06,94.14,0.446776,3.30E-06,8.11E-06,67.832,1111,9.62E-06,301.348873
8.73E-06,94.14,0.446776,3.26E-06,8.10E-06,68.064,1111,9.46E-06,301.348873
8.78E-06,94.14,0.446776,3.24E-06,8.16E-06,68.327,1111,9.31E-06,301.348873
8.79E-06,94.13,0.446776,3.26E-06,8.16E-06,68.232,1111,9.14E-06,301.348873
8.77E-06,94.13,0.330883,3.28E-06,8.13E-06,67.999,1111,8.98E-06,301.333707
8.74E-06,94.13,0.330883,3.27E-06,8.10E-06,68.017,1111,8.82E-06,301.333707
8.73E-06,94.1,0.330883,3.28E-06,8.09E-06,67.932,1111,8.66E-06,301.333707
8.70E-06,94.1,0.330883,3.28E-06,8.05E-06,67.809,1111,8.50E-06,301.333707
8.65E-06,94.1,0.330883,3.24E-06,8.02E-06,67.99,1111,8.35E-06,301.333707
8.63E-06,94.09,0.399406,3.26E-06,7.99E-06,67.807,1111,8.20E-06,301.316757
8.62E-06,94.09,0.399406,3.24E-06,7.99E-06,67.938,1111,8.04E-06,301.316757
8.62E-06,94.09,0.399406,3.18E-06,8.01E-06,68.364,1111,7.88E-06,301.316757
8.60E-06,94.06,0.399406,3.15E-06,8.00E-06,68.499,1111,7.73E-06,301.316757
8.57E-06,94.06,0.399406,3.13E-06,7.98E-06,68.588,1111,7.57E-06,301.316757
8.60E-06,94.06,0.50519,3.11E-06,8.02E-06,68.778,1111,7.42E-06,301.30278
8.66E-06,94.06,0.50519,3.11E-06,8.08E-06,68.951,1111,7.27E-06,301.30278
8.67E-06,94.03,0.50519,3.14E-06,8.08E-06,68.73,1111,7.13E-06,301.30278
8.65E-06,94.03,0.50519,3.22E-06,8.03E-06,68.156,1111,6.98E-06,301.30278
8.58E-06,94.03,0.50519,3.20E-06,7.96E-06,68.107,1111,6.82E-06,301.283748
8.54E-06,94.02,0.379226,3.22E-06,7.90E-06,67.805,1111,6.68E-06,301.283748
8.52E-06,94.02,0.379226,3.28E-06,7.87E-06,67.347,1111,6.53E-06,301.283748
8.48E-06,94.02,0.379226,3.32E-06,7.81E-06,66.948,1111,6.39E-06,301.283748
8.52E-06,93.99,0.379226,3.33E-06,7.84E-06,66.981,1111,6.25E-06,301.283748
8.61E-06,93.99,0.379226,3.29E-06,7.96E-06,67.53,1111,6.11E-06,301.270663
8.73E-06,93.99,0.328828,3.25E-06,8.11E-06,68.124,1111,5.97E-06,301.270663
8.82E-06,93.98,0.328828,3.23E-06,8.20E-06,68.511,1111,5.84E-06,301.270663
8.82E-06,93.98,0.328828,3.26E-06,8.19E-06,68.291,1111,5.70E-06,301.270663
8.81E-06,93.98,0.328828,3.30E-06,8.17E-06,68.019,1111,5.56E-06,301.270663
8.80E-06,93.95,0.328828,3.29E-06,8.16E-06,68.017,1111,5.42E-06,301.252523
8.80E-06,93.95,0.500891,3.28E-06,8.17E-06,68.095,1111,5.29E-06,301.252523
8.78E-06,93.95,0.500891,3.30E-06,8.14E-06,67.946,1111,5.16E-06,301.252523
8.72E-06,93.93,0.500891,3.23E-06,8.10E-06,68.288,1111,5.03E-06,301.252523
8.67E-06,93.93,0.500891,3.18E-06,8.06E-06,68.478,1111,4.90E-06,301.235573
8.63E-06,93.93,0.500891,3.18E-06,8.02E-06,68.405,1111,4.76E-06,301.235573
8.65E-06,93.91,0.441548,3.17E-06,8.05E-06,68.478,1111,4.64E-06,301.235573
8.71E-06,93.91,0.441548,3.19E-06,8.10E-06,68.522,1111,4.51E-06,301.235573
8.71E-06,93.91,0.441548,3.17E-06,8.12E-06,68.664,1111,4.38E-06,301.235573
