2022/4/7,16:26:21,采样间隔:,0.1 s,,,,,
1.08E-05,86.11,1.997855,3.29E-06,1.03E-05,72.217,1111,8.65E-08,276.261498
1.08E-05,86.1,1.997855,3.31E-06,1.03E-05,72.142,1111,8.65E-08,276.261498
1.08E-05,86.1,1.997855,3.31E-06,1.03E-05,72.183,1111,8.63E-08,276.261498
1.08E-05,86.1,1.983599,3.33E-06,1.03E-05,72.061,1111,8.62E-08,276.188046
1.08E-05,86.1,1.983599,3.31E-06,1.03E-05,72.13,1111,8.62E-08,276.188046
1.07E-05,86.09,1.983599,3.31E-06,1.02E-05,72.017,1111,8.58E-08,276.188046
1.07E-05,86.09,1.983599,3.33E-06,1.02E-05,71.849,1111,8.53E-08,276.188046
1.07E-05,86.09,1.983599,3.32E-06,1.02E-05,71.961,1111,8.49E-08,276.188046
1.08E-05,86.08,1.986786,3.32E-06,1.02E-05,72.02,1111,8.40E-08,276.111917
1.08E-05,86.08,1.986786,3.31E-06,1.03E-05,72.15,1111,8.20E-08,276.111917
1.07E-05,86.08,1.986786,3.27E-06,1.02E-05,72.26,1111,8.11E-08,276.111917
1.08E-05,86.07,1.986786,3.30E-06,1.02E-05,72.138,1111,8.10E-08,276.111917
1.08E-05,86.07,1.986786,3.36E-06,1.03E-05,71.908,1111,8.10E-08,276.111917
1.08E-05,86.07,1.994793,3.37E-06,1.03E-05,71.867,1111,8.09E-08,276.038167
1.08E-05,86.07,1.994793,3.34E-06,1.03E-05,72.031,1111,8.07E-08,276.038167
1.08E-05,86.07,1.994793,3.37E-06,1.03E-05,71.862,1111,8.04E-08,276.038167
1.09E-05,86.07,1.994793,3.41E-06,1.03E-05,71.687,1111,7.98E-08,276.038167
1.08E-05,86.06,1.994793,3.45E-06,1.03E-05,71.419,1111,8.01E-08,275.962039
1.08E-05,86.06,1.99787,3.46E-06,1.02E-05,71.299,1111,8.06E-08,275.962039
1.08E-05,86.06,1.99787,3.47E-06,1.03E-05,71.296,1111,8.11E-08,275.962039
1.09E-05,86.06,1.99787,3.44E-06,1.03E-05,71.545,1111,8.17E-08,275.962039
1.09E-05,86.06,1.99787,3.45E-06,1.03E-05,71.512,1111,8.20E-08,275.962039
1.09E-05,86.06,1.99787,3.46E-06,1.03E-05,71.487,1111,8.25E-08,275.886207
1.09E-05,86.05,2.00079,3.45E-06,1.04E-05,71.616,1111,8.31E-08,275.886207
1.09E-05,86.05,2.00079,3.41E-06,1.03E-05,71.768,1111,8.33E-08,275.886207
1.09E-05,86.05,2.00079,3.39E-06,1.03E-05,71.818,1111,8.33E-08,275.886207
1.09E-05,86.04,2.00079,3.41E-06,1.03E-05,71.672,1111,8.34E-08,275.886207
1.08E-05,86.04,2.00079,3.42E-06,1.02E-05,71.522,1111,8.35E-08,275.810376
1.07E-05,86.04,2.002616,3.41E-06,1.02E-05,71.513,1111,8.35E-08,275.810376
1.07E-05,86.03,2.002616,3.36E-06,1.02E-05,71.785,1111,8.34E-08,275.810376
1.08E-05,86.03,2.002616,3.29E-06,1.02E-05,72.209,1111,8.35E-08,275.810376
1.07E-05,86.03,2.002616,3.21E-06,1.02E-05,72.566,1111,8.43E-08,275.737221
1.07E-05,86.03,2.002616,3.19E-06,1.02E-05,72.678,1111,8.54E-08,275.737221
1.07E-05,86.02,2.00082,3.22E-06,1.02E-05,72.531,1111,8.64E-08,275.737221
1.07E-05,86.02,2.00082,3.30E-06,1.02E-05,72.086,1111,8.67E-08,275.737221
1.08E-05,86.02,2.00082,3.42E-06,1.02E-05,71.51,1111,8.67E-08,275.737221
1.08E-05,86.02,2.00082,3.43E-06,1.02E-05,71.472,1111,8.68E-08,275.663769
1.07E-05,86.02,2.00082,3.35E-06,1.02E-05,71.813,1111,8.69E-08,275.663769
1.07E-05,86.02,2.007676,3.34E-06,1.01E-05,71.746,1111,8.69E-08,275.663769
1.07E-05,86.01,2.007676,3.37E-06,1.02E-05,71.67,1111,8.68E-08,275.663769
1.07E-05,86.01,2.007676,3.31E-06,1.02E-05,72.069,1111,8.65E-08,275.663769
1.07E-05,86.01,2.007676,3.22E-06,1.03E-05,72.59,1111,8.67E-08,275.589722
1.08E-05,86,2.007676,3.19E-06,1.03E-05,72.804,1111,8.79E-08,275.589722
1.08E-05,86,2.004493,3.22E-06,1.03E-05,72.638,1111,8.89E-08,275.589722
1.08E-05,86,2.004493,3.21E-06,1.03E-05,72.654,1111,8.97E-08,275.589722
1.07E-05,85.99,2.004493,3.19E-06,1.02E-05,72.689,1111,9.03E-08,275.516864
1.07E-05,85.99,2.004493,3.20E-06,1.03E-05,72.69,1111,9.13E-08,275.516864
1.09E-05,85.99,2.004493,3.26E-06,1.04E-05,72.529,1111,9.19E-08,275.516864
1.09E-05,85.99,2.007174,3.33E-06,1.04E-05,72.278,1111,9.15E-08,275.516864
1.09E-05,85.99,2.007174,3.33E-06,1.03E-05,72.156,1111,9.04E-08,275.516864
1.08E-05,85.99,2.007174,3.28E-06,1.03E-05,72.305,1111,8.98E-08,275.443114
1.08E-05,85.98,2.007174,3.26E-06,1.03E-05,72.458,1111,9.00E-08,275.443114
1.08E-05,85.98,2.007174,3.25E-06,1.03E-05,72.568,1111,8.99E-08,275.443114
1.08E-05,85.98,2.016251,3.28E-06,1.03E-05,72.362,1111,8.97E-08,275.443114
1.08E-05,85.97,2.016251,3.36E-06,1.03E-05,71.925,1111,8.97E-08,275.443114
1.08E-05,85.97,2.016251,3.44E-06,1.02E-05,71.416,1111,8.99E-08,275.367581
1.08E-05,85.97,2.016251,3.49E-06,1.02E-05,71.116,1111,9.04E-08,275.367581
1.08E-05,85.97,2.016251,3.52E-06,1.02E-05,71.005,1111,9.18E-08,275.367581
1.08E-05,85.97,2.012961,3.47E-06,1.02E-05,71.258,1111,9.28E-08,275.367581
1.07E-05,85.97,2.012961,3.42E-06,1.02E-05,71.392,1111,9.29E-08,275.293236
1.07E-05,85.97,2.012961,3.37E-06,1.01E-05,71.633,1111,9.25E-08,275.293236
1.07E-05,85.96,2.012961,3.31E-06,1.02E-05,71.971,1111,9.20E-08,275.293236
1.07E-05,85.96,2.012961,3.31E-06,1.02E-05,72.051,1111,9.15E-08,275.293236
1.08E-05,85.96,2.001235,3.33E-06,1.03E-05,72.063,1111,9.00E-08,275.293236
1.09E-05,85.95,2.001235,3.33E-06,1.03E-05,72.138,1111,8.82E-08,275.218892
1.09E-05,85.95,2.001235,3.33E-06,1.03E-05,72.17,1111,8.73E-08,275.218892
1.09E-05,85.95,2.001235,3.37E-06,1.03E-05,71.909,1111,8.72E-08,275.218892
1.09E-05,85.94,2.001235,3.39E-06,1.03E-05,71.792,1111,8.68E-08,275.218892
1.08E-05,85.94,1.997891,3.36E-06,1.03E-05,71.93,1111,8.56E-08,275.218892
1.09E-05,85.94,1.997891,3.33E-06,1.04E-05,72.161,1111,8.45E-08,275.145737
1.09E-05,85.94,1.997891,3.30E-06,1.04E-05,72.465,1111,8.38E-08,275.145737
1.10E-05,85.94,1.997891,3.27E-06,1.05E-05,72.64,1111,8.26E-08,275.145737
1.09E-05,85.94,1.997891,3.28E-06,1.04E-05,72.448,1111,8.13E-08,275.145737
1.08E-05,85.93,1.992869,3.34E-06,1.03E-05,72.038,1111,7.87E-08,275.073771
1.08E-05,85.93,1.992869,3.34E-06,1.03E-05,72.012,1111,7.59E-08,275.073771
1.08E-05,85.93,1.992869,3.35E-06,1.03E-05,71.936,1111,7.45E-08,275.073771
1.08E-05,85.92,1.992869,3.37E-06,1.03E-05,71.807,1111,7.38E-08,275.073771
1.09E-05,85.92,1.992869,3.38E-06,1.03E-05,71.851,1111,7.38E-08,275.073771
1.08E-05,85.92,1.997662,3.37E-06,1.03E-05,71.886,1111,7.35E-08,274.998832
1.08E-05,85.92,1.997662,3.34E-06,1.03E-05,71.943,1111,7.33E-08,274.998832
1.07E-05,85.92,1.997662,3.29E-06,1.02E-05,72.159,1111,7.34E-08,274.998832
1.08E-05,85.92,1.997662,3.33E-06,1.02E-05,72.003,1111,7.35E-08,274.998832
1.08E-05,85.91,1.997662,3.33E-06,1.02E-05,71.977,1111,7.35E-08,274.998832
1.07E-05,85.91,1.998717,3.33E-06,1.02E-05,71.866,1111,7.33E-08,274.929246
1.07E-05,85.91,1.998717,3.39E-06,1.01E-05,71.493,1111,7.33E-08,274.929246
1.07E-05,85.91,1.998717,3.38E-06,1.02E-05,71.621,1111,7.34E-08,274.929246
1.08E-05,85.91,1.998717,3.36E-06,1.02E-05,71.81,1111,7.32E-08,274.929246
1.07E-05,85.91,1.998717,3.34E-06,1.02E-05,71.913,1111,7.29E-08,274.85163
1.07E-05,85.91,2.013579,3.38E-06,1.02E-05,71.622,1111,7.27E-08,274.85163
1.07E-05,85.9,2.013579,3.38E-06,1.01E-05,71.554,1111,7.23E-08,274.85163
1.07E-05,85.9,2.013579,3.40E-06,1.02E-05,71.584,1111,7.15E-08,274.85163
1.08E-05,85.9,2.013579,3.37E-06,1.02E-05,71.761,1111,7.08E-08,274.85163
1.08E-05,85.89,2.013579,3.37E-06,1.03E-05,71.821,1111,7.02E-08,274.778773
1.09E-05,85.89,2.006593,3.42E-06,1.03E-05,71.647,1111,6.98E-08,274.778773
1.09E-05,85.89,2.006593,3.49E-06,1.04E-05,71.377,1111,6.99E-08,274.778773
1.09E-05,85.88,2.006593,3.48E-06,1.03E-05,71.338,1111,7.08E-08,274.778773
1.08E-05,85.88,2.006593,3.38E-06,1.03E-05,71.858,1111,7.12E-08,274.778773
1.08E-05,85.88,2.006593,3.30E-06,1.03E-05,72.206,1111,7.12E-08,274.709186
1.07E-05,85.88,1.997905,3.26E-06,1.02E-05,72.302,1111,7.15E-08,274.709186
1.07E-05,85.88,1.997905,3.28E-06,1.02E-05,72.138,1111,7.14E-08,274.709186
1.06E-05,85.88,1.997905,3.23E-06,1.01E-05,72.333,1111,7.16E-08,274.709186
1.07E-05,85.87,1.997905,3.25E-06,1.02E-05,72.267,1111,7.23E-08,274.632463
1.07E-05,85.87,1.997905,3.29E-06,1.02E-05,72.104,1111,7.24E-08,274.632463
1.07E-05,85.87,1.996359,3.35E-06,1.02E-05,71.821,1111,7.24E-08,274.632463
1.07E-05,85.86,1.996359,3.39E-06,1.02E-05,71.591,1111,7.23E-08,274.632463
1.07E-05,85.86,1.996359,3.40E-06,1.02E-05,71.532,1111,7.23E-08,274.632463
1.07E-05,85.86,1.996359,3.37E-06,1.02E-05,71.679,1111,7.24E-08,274.562282
1.07E-05,85.85,1.996359,3.35E-06,1.01E-05,71.682,1111,7.23E-08,274.562282
1.07E-05,85.85,2.015455,3.40E-06,1.01E-05,71.398,1111,7.23E-08,274.562282
1.07E-05,85.85,2.015455,3.42E-06,1.01E-05,71.345,1111,7.25E-08,274.562282
1.07E-05,85.84,2.015455,3.38E-06,1.02E-05,71.681,1111,7.23E-08,274.562282
1.07E-05,85.84,2.015455,3.26E-06,1.02E-05,72.286,1111,7.23E-08,274.490019
1.06E-05,85.84,2.015455,3.22E-06,1.01E-05,72.389,1111,7.30E-08,274.490019
1.06E-05,85.84,2.029933,3.24E-06,1.01E-05,72.202,1111,7.39E-08,274.490019
1.07E-05,85.84,2.029933,3.30E-06,1.01E-05,71.998,1111,7.43E-08,274.490019
1.07E-05,85.84,2.029933,3.33E-06,1.02E-05,71.888,1111,7.43E-08,274.412403
1.07E-05,85.84,2.029933,3.35E-06,1.01E-05,71.74,1111,7.41E-08,274.412403
1.06E-05,85.83,2.029933,3.34E-06,1.01E-05,71.728,1111,7.36E-08,274.412403
1.06E-05,85.83,2.033264,3.32E-06,1.01E-05,71.741,1111,7.30E-08,274.412403
1.06E-05,85.83,2.033264,3.34E-06,1.00E-05,71.608,1111,7.21E-08,274.412403
1.06E-05,85.83,2.033264,3.35E-06,1.01E-05,71.575,1111,7.16E-08,274.343114
1.06E-05,85.83,2.033264,3.29E-06,1.01E-05,71.987,1111,7.11E-08,274.343114
1.07E-05,85.83,2.025223,3.31E-06,1.02E-05,72.037,1111,7.06E-08,274.343114
1.08E-05,85.82,2.025223,3.34E-06,1.03E-05,72.01,1111,7.01E-08,274.343114
1.08E-05,85.82,2.025223,3.31E-06,1.03E-05,72.198,1111,6.99E-08,274.343114
1.08E-05,85.82,2.025223,3.21E-06,1.03E-05,72.7,1111,7.02E-08,274.266688
1.07E-05,85.81,2.025223,3.16E-06,1.02E-05,72.883,1111,7.16E-08,274.266688
1.07E-05,85.81,2.025223,3.15E-06,1.02E-05,72.843,1111,7.34E-08,274.266688
1.06E-05,85.81,2.002262,3.19E-06,1.02E-05,72.544,1111,7.49E-08,274.266688
1.06E-05,85.8,2.002262,3.24E-06,1.01E-05,72.194,1111,7.55E-08,274.194128
1.06E-05,85.8,2.002262,3.28E-06,1.01E-05,71.977,1111,7.56E-08,274.194128
1.06E-05,85.8,2.002262,3.32E-06,1.01E-05,71.835,1111,7.43E-08,274.194128
1.06E-05,85.79,2.008987,3.31E-06,1.01E-05,71.818,1111,7.24E-08,274.194128
1.06E-05,85.79,2.008987,3.26E-06,1.01E-05,72.072,1111,7.11E-08,274.194128
1.07E-05,85.79,2.008987,3.27E-06,1.02E-05,72.207,1111,7.10E-08,274.126326
1.08E-05,85.79,2.008987,3.28E-06,1.02E-05,72.213,1111,7.10E-08,274.126326
1.07E-05,85.79,2.008987,3.31E-06,1.02E-05,71.984,1111,7.07E-08,274.126326
1.07E-05,85.79,2.014731,3.35E-06,1.01E-05,71.645,1111,7.07E-08,274.126326
1.06E-05,85.78,2.014731,3.32E-06,1.01E-05,71.828,1111,7.07E-08,274.126326
1.06E-05,85.78,2.014731,3.28E-06,1.01E-05,72.043,1111,7.08E-08,274.052279
1.06E-05,85.78,2.014731,3.29E-06,1.00E-05,71.889,1111,7.08E-08,274.052279
1.05E-05,85.78,2.014731,3.23E-06,9.97E-06,72.064,1111,6.99E-08,274.052279
1.05E-05,85.78,2.023323,3.20E-06,1.00E-05,72.237,1111,6.89E-08,274.052279
1.06E-05,85.78,2.023323,3.23E-06,1.01E-05,72.194,1111,6.83E-08,273.978827
1.06E-05,85.78,2.023323,3.27E-06,1.01E-05,71.972,1111,6.73E-08,273.978827
1.06E-05,85.77,2.023323,3.33E-06,1.00E-05,71.615,1111,6.56E-08,273.978827
1.06E-05,85.77,2.023323,3.38E-06,1.01E-05,71.437,1111,6.40E-08,273.978827
1.07E-05,85.77,2.01823,3.41E-06,1.01E-05,71.358,1111,6.34E-08,273.978827
1.07E-05,85.76,2.01823,3.44E-06,1.01E-05,71.258,1111,6.40E-08,273.903888
1.06E-05,85.76,2.01823,3.42E-06,1.01E-05,71.279,1111,6.47E-08,273.903888
1.06E-05,85.76,2.01823,3.39E-06,1.00E-05,71.364,1111,6.49E-08,273.903888
1.06E-05,85.75,2.01823,3.34E-06,1.01E-05,71.683,1111,6.45E-08,273.903888
1.07E-05,85.75,2.012896,3.33E-06,1.02E-05,71.83,1111,6.39E-08,273.903888
1.07E-05,85.75,2.012896,3.34E-06,1.02E-05,71.839,1111,6.36E-08,273.832517
1.07E-05,85.75,2.012896,3.39E-06,1.02E-05,71.567,1111,6.36E-08,273.832517
1.07E-05,85.75,2.012896,3.39E-06,1.02E-05,71.588,1111,6.34E-08,273.832517
1.08E-05,85.75,2.012896,3.34E-06,1.02E-05,71.915,1111,6.22E-08,273.832517
1.08E-05,85.74,2.013131,3.29E-06,1.03E-05,72.2,1111,6.02E-08,273.765012
1.08E-05,85.74,2.013131,3.30E-06,1.02E-05,72.129,1111,5.91E-08,273.765012
1.08E-05,85.74,2.013131,3.35E-06,1.02E-05,71.881,1111,5.85E-08,273.765012
1.08E-05,85.73,2.013131,3.42E-06,1.02E-05,71.49,1111,5.88E-08,273.765012
1.07E-05,85.73,2.013131,3.40E-06,1.02E-05,71.559,1111,5.94E-08,273.765012
1.07E-05,85.73,2.013443,3.34E-06,1.01E-05,71.75,1111,5.94E-08,273.69037
1.06E-05,85.73,2.013443,3.34E-06,1.01E-05,71.667,1111,5.93E-08,273.69037
1.06E-05,85.73,2.013443,3.34E-06,1.01E-05,71.667,1111,5.93E-08,273.69037
1.06E-05,85.73,2.013443,3.32E-06,1.01E-05,71.786,1111,5.93E-08,273.69037
1.07E-05,85.73,2.013443,3.31E-06,1.01E-05,71.902,1111,5.93E-08,273.69037
1.07E-05,85.72,2.006655,3.28E-06,1.01E-05,72.098,1111,5.92E-08,273.615431
1.06E-05,85.72,2.006655,3.23E-06,1.01E-05,72.342,1111,5.95E-08,273.615431
1.06E-05,85.72,2.006655,3.17E-06,1.01E-05,72.577,1111,6.08E-08,273.615431
1.06E-05,85.72,2.006655,3.18E-06,1.01E-05,72.5,1111,6.24E-08,273.615431
1.06E-05,85.72,2.006655,3.23E-06,1.01E-05,72.283,1111,6.31E-08,273.615431
1.07E-05,85.72,1.99363,3.30E-06,1.01E-05,71.982,1111,6.30E-08,273.544061
1.07E-05,85.71,1.99363,3.37E-06,1.02E-05,71.652,1111,6.30E-08,273.544061
1.07E-05,85.71,1.99363,3.42E-06,1.02E-05,71.408,1111,6.34E-08,273.544061
1.07E-05,85.71,1.99363,3.39E-06,1.02E-05,71.527,1111,6.39E-08,273.544061
1.07E-05,85.7,1.99363,3.34E-06,1.01E-05,71.776,1111,6.41E-08,273.474474
1.07E-05,85.7,1.975383,3.36E-06,1.02E-05,71.743,1111,6.40E-08,273.474474
1.07E-05,85.7,1.975383,3.37E-06,1.02E-05,71.683,1111,6.41E-08,273.474474
1.07E-05,85.69,1.975383,3.35E-06,1.01E-05,71.732,1111,6.42E-08,273.474474
1.06E-05,85.69,1.975383,3.28E-06,1.01E-05,72.009,1111,6.41E-08,273.474474
1.06E-05,85.69,1.975383,3.28E-06,1.01E-05,71.981,1111,6.41E-08,273.40013
1.06E-05,85.68,1.967841,3.33E-06,1.01E-05,71.793,1111,6.42E-08,273.40013
1.07E-05,85.68,1.967841,3.34E-06,1.02E-05,71.822,1111,6.41E-08,273.40013
1.07E-05,85.68,1.967841,3.35E-06,1.02E-05,71.737,1111,6.41E-08,273.40013
1.06E-05,85.68,1.967841,3.39E-06,1.01E-05,71.407,1111,6.41E-08,273.40013
1.06E-05,85.68,1.967841,3.39E-06,1.00E-05,71.292,1111,6.45E-08,273.33203
1.06E-05,85.68,1.974469,3.38E-06,1.00E-05,71.318,1111,6.47E-08,273.33203
1.06E-05,85.67,1.974469,3.40E-06,1.00E-05,71.27,1111,6.50E-08,273.33203
1.07E-05,85.67,1.974469,3.43E-06,1.01E-05,71.22,1111,6.56E-08,273.33203
1.07E-05,85.67,1.974469,3.42E-06,1.01E-05,71.389,1111,6.63E-08,273.258875
1.07E-05,85.67,1.974469,3.33E-06,1.01E-05,71.825,1111,6.64E-08,273.258875
1.06E-05,85.67,1.995015,3.26E-06,1.01E-05,72.152,1111,6.65E-08,273.258875
1.07E-05,85.67,1.995015,3.25E-06,1.02E-05,72.302,1111,6.65E-08,273.258875
1.07E-05,85.67,1.995015,3.25E-06,1.02E-05,72.356,1111,6.58E-08,273.258875
1.07E-05,85.66,1.995015,3.25E-06,1.02E-05,72.377,1111,6.46E-08,273.185423
1.07E-05,85.66,1.995015,3.26E-06,1.02E-05,72.255,1111,6.46E-08,273.185423
1.07E-05,85.66,1.999215,3.29E-06,1.01E-05,71.995,1111,6.47E-08,273.185423
1.07E-05,85.65,1.999215,3.38E-06,1.02E-05,71.579,1111,6.43E-08,273.185423
1.07E-05,85.65,1.999215,3.42E-06,1.01E-05,71.35,1111,6.46E-08,273.185423
1.07E-05,85.65,1.999215,3.43E-06,1.01E-05,71.242,1111,6.44E-08,273.112863
1.07E-05,85.64,1.999215,3.50E-06,1.01E-05,70.825,1111,6.51E-08,273.112863
1.07E-05,85.64,2.006745,3.47E-06,1.01E-05,71.089,1111,6.67E-08,273.112863
1.07E-05,85.64,2.006745,3.41E-06,1.02E-05,71.46,1111,6.76E-08,273.112863
1.08E-05,85.64,2.006745,3.38E-06,1.02E-05,71.685,1111,6.79E-08,273.044169
1.07E-05,85.64,2.006745,3.35E-06,1.02E-05,71.793,1111,6.78E-08,273.044169
1.06E-05,85.64,2.006745,3.35E-06,1.01E-05,71.647,1111,6.78E-08,273.044169
1.06E-05,85.63,2.002146,3.34E-06,1.00E-05,71.596,1111,6.78E-08,273.044169
1.05E-05,85.63,2.002146,3.29E-06,9.96E-06,71.703,1111,6.77E-08,273.044169
1.05E-05,85.63,2.002146,3.25E-06,9.98E-06,71.966,1111,6.76E-08,272.972501
1.06E-05,85.62,2.002146,3.28E-06,1.01E-05,71.902,1111,6.77E-08,272.972501
1.06E-05,85.62,2.002146,3.32E-06,1.01E-05,71.781,1111,6.74E-08,272.972501
1.06E-05,85.62,2.006572,3.34E-06,1.01E-05,71.713,1111,6.64E-08,272.972501
1.06E-05,85.62,2.006572,3.37E-06,1.00E-05,71.471,1111,6.56E-08,272.972501
1.06E-05,85.62,2.006572,3.41E-06,1.00E-05,71.247,1111,6.56E-08,272.899941
1.06E-05,85.62,2.006572,3.43E-06,1.00E-05,71.149,1111,6.62E-08,272.899941
1.06E-05,85.61,2.006572,3.38E-06,1.01E-05,71.414,1111,6.66E-08,272.899941
1.06E-05,85.61,2.007292,3.38E-06,1.00E-05,71.385,1111,6.68E-08,272.899941
1.06E-05,85.61,2.007292,3.38E-06,1.00E-05,71.352,1111,6.69E-08,272.827083
1.05E-05,85.61,2.007292,3.32E-06,9.94E-06,71.563,1111,6.70E-08,272.827083
1.04E-05,85.6,2.007292,3.22E-06,9.93E-06,72.055,1111,6.73E-08,272.827083
1.05E-05,85.6,2.007292,3.22E-06,1.00E-05,72.224,1111,6.81E-08,272.827083
1.06E-05,85.6,2.009734,3.23E-06,1.01E-05,72.323,1111,6.87E-08,272.827083
1.06E-05,85.6,2.009734,3.29E-06,1.01E-05,71.995,1111,6.90E-08,272.757497
1.07E-05,85.6,2.009734,3.35E-06,1.01E-05,71.653,1111,6.90E-08,272.757497
1.06E-05,85.6,2.009734,3.37E-06,1.01E-05,71.523,1111,6.86E-08,272.757497
1.06E-05,85.59,2.009734,3.38E-06,1.01E-05,71.448,1111,6.70E-08,272.757497
1.06E-05,85.59,2.005983,3.37E-06,1.01E-05,71.481,1111,6.50E-08,272.757497
1.06E-05,85.59,2.005983,3.36E-06,1.00E-05,71.449,1111,6.34E-08,272.684937
1.06E-05,85.58,2.005983,3.38E-06,1.00E-05,71.373,1111,6.28E-08,272.684937
1.06E-05,85.58,2.005983,3.36E-06,1.00E-05,71.461,1111,6.25E-08,272.684937
1.05E-05,85.58,2.005983,3.32E-06,9.99E-06,71.648,1111,6.25E-08,272.684937
1.05E-05,85.57,2.009569,3.31E-06,9.99E-06,71.681,1111,6.26E-08,272.614458
1.05E-05,85.57,2.009569,3.36E-06,9.97E-06,71.346,1111,6.24E-08,272.614458
1.05E-05,85.57,2.009569,3.36E-06,9.99E-06,71.382,1111,6.22E-08,272.614458
1.06E-05,85.57,2.009569,3.31E-06,1.01E-05,71.781,1111,6.21E-08,272.614458
1.06E-05,85.57,2.009569,3.28E-06,1.01E-05,72.028,1111,6.21E-08,272.614458
1.06E-05,85.57,2.006371,3.26E-06,1.01E-05,72.092,1111,6.25E-08,272.546656
1.06E-05,85.56,2.006371,3.25E-06,1.00E-05,72.103,1111,6.29E-08,272.546656
1.06E-05,85.56,2.006371,3.24E-06,1.01E-05,72.158,1111,6.35E-08,272.546656
1.06E-05,85.56,2.006371,3.25E-06,1.01E-05,72.124,1111,6.39E-08,272.546656
1.06E-05,85.56,2.006371,3.23E-06,1.01E-05,72.222,1111,6.42E-08,272.546656
1.05E-05,85.56,2.011436,3.23E-06,1.00E-05,72.19,1111,6.40E-08,272.472906
1.05E-05,85.56,2.011436,3.28E-06,1.00E-05,71.85,1111,6.38E-08,272.472906
1.05E-05,85.56,2.011436,3.33E-06,1.00E-05,71.577,1111,6.35E-08,272.472906
1.06E-05,85.56,2.011436,3.35E-06,1.00E-05,71.521,1111,6.35E-08,272.472906
1.06E-05,85.56,2.011436,3.34E-06,1.01E-05,71.629,1111,6.34E-08,272.403022
1.06E-05,85.56,2.000128,3.33E-06,1.01E-05,71.735,1111,6.31E-08,272.403022
1.06E-05,85.55,2.000128,3.31E-06,1.01E-05,71.817,1111,6.23E-08,272.403022
1.06E-05,85.55,2.000128,3.34E-06,1.00E-05,71.617,1111,6.16E-08,272.403022
1.06E-05,85.55,2.000128,3.39E-06,1.00E-05,71.304,1111,6.14E-08,272.403022
1.06E-05,85.54,2.000128,3.39E-06,9.99E-06,71.269,1111,6.16E-08,272.331949
1.05E-05,85.54,1.997885,3.37E-06,9.93E-06,71.233,1111,6.18E-08,272.331949
1.04E-05,85.54,1.997885,3.35E-06,9.85E-06,71.212,1111,6.18E-08,272.331949
1.04E-05,85.53,1.997885,3.31E-06,9.88E-06,71.49,1111,6.17E-08,272.331949
1.04E-05,85.53,1.997885,3.25E-06,9.93E-06,71.849,1111,6.16E-08,272.331949
1.04E-05,85.53,1.997885,3.21E-06,9.93E-06,72.072,1111,6.22E-08,272.261173
1.05E-05,85.53,1.996633,3.21E-06,9.98E-06,72.164,1111,6.33E-08,272.261173
1.04E-05,85.53,1.996633,3.25E-06,9.93E-06,71.857,1111,6.39E-08,272.261173
1.04E-05,85.53,1.996633,3.29E-06,9.86E-06,71.572,1111,6.41E-08,272.261173
1.04E-05,85.52,1.996633,3.32E-06,9.85E-06,71.381,1111,6.36E-08,272.190992
1.05E-05,85.52,1.996633,3.28E-06,9.93E-06,71.747,1111,6.32E-08,272.190992
1.05E-05,85.52,1.993346,3.25E-06,1.00E-05,72.05,1111,6.34E-08,272.190992
1.06E-05,85.52,1.993346,3.28E-06,1.01E-05,71.973,1111,6.37E-08,272.190992
1.06E-05,85.52,1.993346,3.36E-06,1.01E-05,71.616,1111,6.37E-08,272.190992
1.06E-05,85.52,1.993346,3.37E-06,1.00E-05,71.457,1111,6.39E-08,272.119919
1.05E-05,85.51,1.993346,3.36E-06,9.94E-06,71.301,1111,6.40E-08,272.119919
1.05E-05,85.51,1.981553,3.36E-06,9.91E-06,71.273,1111,6.40E-08,272.119919
1.05E-05,85.51,1.981553,3.33E-06,9.96E-06,71.486,1111,6.35E-08,272.119919
1.06E-05,85.51,1.981553,3.32E-06,1.01E-05,71.716,1111,6.22E-08,272.119919
1.07E-05,85.51,1.981553,3.36E-06,1.02E-05,71.748,1111,6.05E-08,272.047061
1.07E-05,85.51,1.981553,3.36E-06,1.02E-05,71.771,1111,5.96E-08,272.047061
1.07E-05,85.51,1.962304,3.40E-06,1.01E-05,71.452,1111,5.95E-08,272.047061
1.07E-05,85.5,1.962304,3.44E-06,1.01E-05,71.214,1111,6.02E-08,272.047061
1.07E-05,85.5,1.962304,3.40E-06,1.01E-05,71.395,1111,6.03E-08,271.978367
1.07E-05,85.5,1.962304,3.38E-06,1.01E-05,71.539,1111,6.01E-08,271.978367
1.07E-05,85.49,1.962304,3.36E-06,1.01E-05,71.692,1111,6.01E-08,271.978367
1.06E-05,85.49,1.956842,3.33E-06,1.01E-05,71.739,1111,6.00E-08,271.978367
1.06E-05,85.49,1.956842,3.36E-06,1.01E-05,71.57,1111,6.00E-08,271.978367
1.07E-05,85.48,1.956842,3.33E-06,1.01E-05,71.793,1111,5.99E-08,271.909376
1.06E-05,85.48,1.956842,3.31E-06,1.01E-05,71.857,1111,5.98E-08,271.909376
1.06E-05,85.48,1.956842,3.28E-06,1.01E-05,71.975,1111,5.97E-08,271.909376
1.06E-05,85.47,1.953017,3.28E-06,1.01E-05,71.951,1111,5.99E-08,271.909376
1.06E-05,85.47,1.953017,3.27E-06,1.01E-05,72.006,1111,6.01E-08,271.909376
1.06E-05,85.47,1.953017,3.29E-06,1.01E-05,71.983,1111,6.03E-08,271.839492
