2022/4/7,16:16:32,采样间隔:,0.1 s,,,,,
4.52E-05,68.77,2.02142,1.64E-05,4.21E-05,68.724,1111,5.88E-07,167.407078
4.52E-05,68.77,2.016542,1.64E-05,4.21E-05,68.736,1111,5.92E-07,167.389704
4.53E-05,68.84,2.016542,1.64E-05,4.22E-05,68.711,1111,5.95E-07,167.389704
4.53E-05,68.84,2.016542,1.65E-05,4.22E-05,68.664,1111,5.98E-07,167.389704
4.52E-05,68.84,2.016542,1.65E-05,4.21E-05,68.627,1111,6.02E-07,167.389704
4.52E-05,68.98,2.016542,1.64E-05,4.21E-05,68.663,1111,6.05E-07,167.389704
4.52E-05,68.98,2.008379,1.65E-05,4.21E-05,68.657,1111,6.08E-07,167.373483
4.53E-05,68.98,2.008379,1.65E-05,4.22E-05,68.6,1111,6.11E-07,167.373483
4.53E-05,69.05,2.008379,1.65E-05,4.22E-05,68.597,1111,6.14E-07,167.373483
4.52E-05,69.05,2.008379,1.65E-05,4.21E-05,68.608,1111,6.17E-07,167.373483
4.52E-05,69.05,2.008379,1.65E-05,4.21E-05,68.608,1111,6.20E-07,167.373483
4.52E-05,69.19,2.001045,1.65E-05,4.21E-05,68.566,1111,6.22E-07,167.35529
4.53E-05,69.19,2.001045,1.66E-05,4.21E-05,68.526,1111,6.25E-07,167.35529
4.53E-05,69.19,2.001045,1.66E-05,4.22E-05,68.532,1111,6.28E-07,167.35529
4.54E-05,69.31,2.001045,1.66E-05,4.22E-05,68.563,1111,6.31E-07,167.35529
4.54E-05,69.31,2.001045,1.66E-05,4.23E-05,68.63,1111,6.34E-07,167.339069
4.54E-05,69.31,1.998068,1.65E-05,4.23E-05,68.702,1111,6.36E-07,167.339069
4.54E-05,69.38,1.998068,1.65E-05,4.23E-05,68.736,1111,6.37E-07,167.339069
4.54E-05,69.38,1.998068,1.65E-05,4.23E-05,68.697,1111,6.39E-07,167.339069
4.54E-05,69.38,1.998068,1.65E-05,4.22E-05,68.632,1111,6.40E-07,167.339069
4.54E-05,69.51,1.998068,1.66E-05,4.23E-05,68.583,1111,6.42E-07,167.322364
4.54E-05,69.51,1.998554,1.66E-05,4.23E-05,68.563,1111,6.44E-07,167.322364
4.54E-05,69.51,1.998554,1.66E-05,4.23E-05,68.561,1111,6.46E-07,167.322364
4.54E-05,69.57,1.998554,1.66E-05,4.23E-05,68.514,1111,6.48E-07,167.322364
4.54E-05,69.57,1.998554,1.66E-05,4.23E-05,68.506,1111,6.50E-07,167.322364
4.54E-05,69.57,1.998554,1.66E-05,4.23E-05,68.513,1111,6.52E-07,167.306664
4.55E-05,69.57,1.989814,1.66E-05,4.23E-05,68.526,1111,6.53E-07,167.306664
4.56E-05,69.69,1.989814,1.67E-05,4.24E-05,68.536,1111,6.56E-07,167.306664
4.56E-05,69.69,1.989814,1.67E-05,4.24E-05,68.51,1111,6.56E-07,167.306664
4.55E-05,69.76,1.989814,1.67E-05,4.24E-05,68.501,1111,6.57E-07,167.290517
4.55E-05,69.76,1.989814,1.66E-05,4.24E-05,68.593,1111,6.57E-07,167.290517
4.54E-05,69.88,1.992146,1.66E-05,4.23E-05,68.621,1111,6.55E-07,167.290517
4.54E-05,69.88,1.992146,1.66E-05,4.23E-05,68.622,1111,6.55E-07,167.290517
4.55E-05,69.88,1.992146,1.65E-05,4.23E-05,68.654,1111,6.54E-07,167.274854
4.55E-05,69.88,1.992146,1.65E-05,4.24E-05,68.702,1111,6.54E-07,167.274854
4.54E-05,69.94,1.989881,1.65E-05,4.23E-05,68.7,1111,6.53E-07,167.274854
4.54E-05,69.94,1.989881,1.65E-05,4.23E-05,68.618,1111,6.52E-07,167.274854
4.54E-05,69.94,1.989881,1.66E-05,4.23E-05,68.579,1111,6.51E-07,167.274854
4.55E-05,70.07,1.989881,1.66E-05,4.24E-05,68.624,1111,6.50E-07,167.260047
4.55E-05,70.07,1.989881,1.66E-05,4.23E-05,68.621,1111,6.49E-07,167.260047
4.55E-05,70.07,1.992459,1.66E-05,4.23E-05,68.558,1111,6.47E-07,167.260047
4.55E-05,70.19,1.992459,1.67E-05,4.23E-05,68.494,1111,6.46E-07,167.260047
4.55E-05,70.19,1.992459,1.67E-05,4.24E-05,68.487,1111,6.44E-07,167.245761
4.55E-05,70.19,1.992459,1.67E-05,4.23E-05,68.508,1111,6.43E-07,167.245761
4.55E-05,70.26,1.992459,1.67E-05,4.23E-05,68.536,1111,6.41E-07,167.245761
4.55E-05,70.26,1.991923,1.66E-05,4.24E-05,68.628,1111,6.38E-07,167.245761
4.56E-05,70.38,1.991923,1.66E-05,4.24E-05,68.647,1111,6.34E-07,167.232144
4.56E-05,70.38,1.991923,1.66E-05,4.24E-05,68.608,1111,6.32E-07,167.232144
4.56E-05,70.38,1.991923,1.67E-05,4.25E-05,68.584,1111,6.30E-07,167.232144
4.56E-05,70.38,1.991923,1.67E-05,4.24E-05,68.526,1111,6.27E-07,167.232144
4.56E-05,70.44,1.99342,1.67E-05,4.24E-05,68.474,1111,6.24E-07,167.232144
4.56E-05,70.44,1.99342,1.68E-05,4.25E-05,68.466,1111,6.20E-07,167.218601
4.56E-05,70.44,1.99342,1.68E-05,4.25E-05,68.436,1111,6.16E-07,167.218601
4.56E-05,70.56,1.99342,1.68E-05,4.24E-05,68.384,1111,6.11E-07,167.218601
4.56E-05,70.56,1.99342,1.68E-05,4.24E-05,68.351,1111,6.06E-07,167.218601
4.57E-05,70.56,1.989111,1.68E-05,4.24E-05,68.35,1111,6.02E-07,167.218601
4.56E-05,70.62,1.989111,1.68E-05,4.24E-05,68.426,1111,5.96E-07,167.205431
4.56E-05,70.62,1.989111,1.68E-05,4.24E-05,68.422,1111,5.90E-07,167.205431
4.56E-05,70.62,1.989111,1.68E-05,4.24E-05,68.434,1111,5.84E-07,167.205431
4.56E-05,70.73,1.989111,1.67E-05,4.24E-05,68.465,1111,5.79E-07,167.205431
4.56E-05,70.73,1.979321,1.67E-05,4.25E-05,68.541,1111,5.74E-07,167.205431
4.56E-05,70.73,1.979321,1.66E-05,4.25E-05,68.659,1111,5.68E-07,167.1936
4.56E-05,70.79,1.979321,1.66E-05,4.25E-05,68.702,1111,5.62E-07,167.1936
4.56E-05,70.79,1.979321,1.66E-05,4.25E-05,68.701,1111,5.56E-07,167.1936
4.56E-05,70.79,1.979321,1.66E-05,4.25E-05,68.641,1111,5.50E-07,167.1936
4.56E-05,70.79,1.980629,1.67E-05,4.25E-05,68.591,1111,5.46E-07,167.181769
4.57E-05,70.9,1.980629,1.67E-05,4.25E-05,68.537,1111,5.42E-07,167.181769
4.57E-05,70.9,1.980629,1.68E-05,4.25E-05,68.485,1111,5.37E-07,167.181769
4.57E-05,70.9,1.980629,1.68E-05,4.25E-05,68.453,1111,5.32E-07,167.181769
4.57E-05,71.01,1.980629,1.67E-05,4.25E-05,68.492,1111,5.27E-07,167.181769
4.57E-05,71.01,1.982777,1.67E-05,4.25E-05,68.546,1111,5.23E-07,167.17098
4.57E-05,71.01,1.982777,1.67E-05,4.25E-05,68.502,1111,5.18E-07,167.17098
4.57E-05,71.07,1.982777,1.67E-05,4.25E-05,68.497,1111,5.13E-07,167.17098
4.57E-05,71.07,1.982777,1.67E-05,4.25E-05,68.521,1111,5.08E-07,167.17098
4.57E-05,71.07,1.982777,1.67E-05,4.25E-05,68.563,1111,5.02E-07,167.17098
4.57E-05,71.18,1.9895,1.67E-05,4.26E-05,68.589,1111,4.96E-07,167.161121
4.57E-05,71.18,1.9895,1.67E-05,4.26E-05,68.544,1111,4.90E-07,167.161121
4.58E-05,71.18,1.9895,1.67E-05,4.26E-05,68.549,1111,4.84E-07,167.161121
4.58E-05,71.24,1.9895,1.67E-05,4.26E-05,68.594,1111,4.77E-07,167.161121
4.58E-05,71.24,1.9895,1.67E-05,4.27E-05,68.605,1111,4.71E-07,167.151485
4.58E-05,71.24,1.988189,1.67E-05,4.27E-05,68.581,1111,4.64E-07,167.151485
4.58E-05,71.34,1.988189,1.68E-05,4.26E-05,68.542,1111,4.58E-07,167.151485
4.59E-05,71.34,1.988189,1.68E-05,4.27E-05,68.505,1111,4.52E-07,167.151485
4.58E-05,71.34,1.988189,1.68E-05,4.27E-05,68.499,1111,4.46E-07,167.151485
4.58E-05,71.4,1.988189,1.68E-05,4.26E-05,68.519,1111,4.41E-07,167.142853
4.58E-05,71.4,1.982898,1.67E-05,4.26E-05,68.543,1111,4.36E-07,167.142853
4.58E-05,71.4,1.982898,1.67E-05,4.26E-05,68.552,1111,4.31E-07,167.142853
4.57E-05,71.51,1.982898,1.67E-05,4.26E-05,68.606,1111,4.26E-07,167.142853
4.57E-05,71.51,1.982898,1.67E-05,4.25E-05,68.592,1111,4.22E-07,167.142853
4.57E-05,71.51,1.982898,1.67E-05,4.25E-05,68.553,1111,4.18E-07,167.135338
4.57E-05,71.61,1.986669,1.67E-05,4.25E-05,68.541,1111,4.13E-07,167.135338
4.56E-05,71.61,1.986669,1.68E-05,4.25E-05,68.463,1111,4.07E-07,167.135338
4.57E-05,71.61,1.986669,1.68E-05,4.25E-05,68.428,1111,4.01E-07,167.135338
4.57E-05,71.61,1.986669,1.68E-05,4.25E-05,68.406,1111,3.95E-07,167.128902
4.57E-05,71.66,1.986669,1.69E-05,4.25E-05,68.349,1111,3.89E-07,167.128902
4.57E-05,71.66,1.993383,1.69E-05,4.25E-05,68.314,1111,3.83E-07,167.128902
4.57E-05,71.66,1.993383,1.69E-05,4.25E-05,68.319,1111,3.76E-07,167.128902
4.57E-05,71.77,1.993383,1.69E-05,4.25E-05,68.348,1111,3.70E-07,167.128902
4.58E-05,71.77,1.993383,1.69E-05,4.25E-05,68.386,1111,3.64E-07,167.122763
4.58E-05,71.77,1.993383,1.68E-05,4.26E-05,68.437,1111,3.59E-07,167.122763
4.59E-05,71.82,1.996537,1.68E-05,4.27E-05,68.497,1111,3.54E-07,167.122763
4.60E-05,71.82,1.996537,1.68E-05,4.28E-05,68.561,1111,3.49E-07,167.122763
4.60E-05,71.82,1.996537,1.68E-05,4.28E-05,68.558,1111,3.43E-07,167.122763
4.59E-05,71.92,1.996537,1.68E-05,4.27E-05,68.506,1111,3.38E-07,167.117368
4.59E-05,71.92,1.996537,1.69E-05,4.27E-05,68.439,1111,3.32E-07,167.117368
4.58E-05,71.92,2.00195,1.69E-05,4.26E-05,68.349,1111,3.27E-07,167.117368
4.57E-05,71.97,2.00195,1.69E-05,4.25E-05,68.286,1111,3.22E-07,167.117368
4.57E-05,71.97,2.00195,1.70E-05,4.25E-05,68.232,1111,3.14E-07,167.113313
4.58E-05,71.97,2.00195,1.70E-05,4.25E-05,68.248,1111,3.11E-07,167.113313
4.58E-05,72.06,2.00195,1.69E-05,4.26E-05,68.316,1111,3.07E-07,167.113313
4.59E-05,72.06,2.002579,1.69E-05,4.26E-05,68.343,1111,3.02E-07,167.113313
4.59E-05,72.06,2.002579,1.69E-05,4.27E-05,68.431,1111,2.97E-07,167.113313
4.59E-05,72.16,2.002579,1.68E-05,4.27E-05,68.491,1111,2.91E-07,167.110821
4.59E-05,72.16,2.002579,1.68E-05,4.27E-05,68.491,1111,2.85E-07,167.110821
4.59E-05,72.16,2.002579,1.68E-05,4.27E-05,68.478,1111,2.80E-07,167.110821
4.59E-05,72.2,2.0026,1.68E-05,4.27E-05,68.462,1111,2.73E-07,167.110821
4.59E-05,72.2,2.0026,1.69E-05,4.27E-05,68.418,1111,2.71E-07,167.108253
4.59E-05,72.2,2.0026,1.69E-05,4.27E-05,68.357,1111,2.68E-07,167.108253
4.60E-05,72.3,2.0026,1.69E-05,4.27E-05,68.388,1111,2.64E-07,167.108253
4.59E-05,72.3,2.001495,1.69E-05,4.27E-05,68.443,1111,2.60E-07,167.108253
4.59E-05,72.3,2.001495,1.69E-05,4.27E-05,68.442,1111,2.55E-07,167.108253
4.59E-05,72.35,2.001495,1.68E-05,4.27E-05,68.468,1111,2.50E-07,167.107621
4.59E-05,72.35,2.001495,1.68E-05,4.27E-05,68.515,1111,2.44E-07,167.107621
4.59E-05,72.35,2.001495,1.68E-05,4.27E-05,68.512,1111,2.40E-07,167.107621
4.59E-05,72.44,1.999451,1.69E-05,4.27E-05,68.455,1111,2.34E-07,167.107621
4.59E-05,72.44,1.999451,1.69E-05,4.27E-05,68.399,1111,2.30E-07,167.107621
4.59E-05,72.44,1.999451,1.70E-05,4.27E-05,68.318,1111,2.25E-07,167.107621
4.59E-05,72.49,1.999451,1.70E-05,4.27E-05,68.291,1111,2.21E-07,167.107621
4.59E-05,72.49,1.999451,1.70E-05,4.27E-05,68.285,1111,2.18E-07,167.107621
4.59E-05,72.49,1.998513,1.69E-05,4.27E-05,68.34,1111,2.16E-07,167.107621
4.60E-05,72.58,1.998513,1.69E-05,4.28E-05,68.396,1111,2.14E-07,167.108439
4.61E-05,72.58,1.998513,1.70E-05,4.29E-05,68.372,1111,2.12E-07,167.108439
4.61E-05,72.58,1.998513,1.70E-05,4.29E-05,68.37,1111,2.12E-07,167.108439
4.61E-05,72.63,1.998513,1.70E-05,4.29E-05,68.377,1111,2.11E-07,167.108439
4.61E-05,72.63,1.999839,1.70E-05,4.29E-05,68.41,1111,2.11E-07,167.108439
4.61E-05,72.63,1.999839,1.69E-05,4.29E-05,68.451,1111,2.09E-07,167.111788
4.60E-05,72.72,1.999839,1.69E-05,4.28E-05,68.451,1111,2.07E-07,167.111788
4.60E-05,72.72,1.999839,1.69E-05,4.28E-05,68.402,1111,2.06E-07,167.111788
4.61E-05,72.72,1.991079,1.69E-05,4.29E-05,68.439,1111,2.05E-07,167.111788
4.61E-05,72.81,1.991079,1.69E-05,4.28E-05,68.446,1111,2.02E-07,167.115062
4.60E-05,72.81,1.991079,1.69E-05,4.27E-05,68.402,1111,2.00E-07,167.115062
4.59E-05,72.81,1.991079,1.69E-05,4.27E-05,68.339,1111,1.97E-07,167.115062
4.59E-05,72.86,1.991079,1.70E-05,4.27E-05,68.322,1111,1.95E-07,167.115062
4.59E-05,72.86,1.991079,1.70E-05,4.27E-05,68.319,1111,1.94E-07,167.115062
4.60E-05,72.86,1.994776,1.70E-05,4.28E-05,68.349,1111,1.93E-07,167.118819
4.60E-05,72.94,1.994776,1.70E-05,4.28E-05,68.329,1111,1.93E-07,167.118819
4.60E-05,72.94,1.994776,1.71E-05,4.28E-05,68.24,1111,1.93E-07,167.118819
4.61E-05,72.94,1.994776,1.71E-05,4.28E-05,68.198,1111,1.93E-07,167.118819
4.61E-05,72.94,1.994776,1.71E-05,4.28E-05,68.222,1111,1.93E-07,167.125516
4.60E-05,72.97,1.992206,1.70E-05,4.28E-05,68.286,1111,1.91E-07,167.125516
4.61E-05,72.97,1.992206,1.70E-05,4.28E-05,68.345,1111,1.89E-07,167.125516
4.62E-05,72.97,1.992206,1.70E-05,4.29E-05,68.39,1111,1.87E-07,167.125516
4.62E-05,73.05,1.992206,1.70E-05,4.29E-05,68.395,1111,1.84E-07,167.125516
4.62E-05,73.05,1.997667,1.70E-05,4.29E-05,68.416,1111,1.80E-07,167.132659
4.62E-05,73.05,1.997667,1.70E-05,4.30E-05,68.413,1111,1.77E-07,167.132659
4.62E-05,73.09,1.997667,1.70E-05,4.29E-05,68.364,1111,1.74E-07,167.132659
4.62E-05,73.09,1.997667,1.70E-05,4.29E-05,68.336,1111,1.73E-07,167.132659
4.61E-05,73.09,1.997667,1.70E-05,4.29E-05,68.395,1111,1.71E-07,167.132659
4.61E-05,73.16,1.997667,1.70E-05,4.29E-05,68.427,1111,1.70E-07,167.140919
4.61E-05,73.16,2.014169,1.69E-05,4.28E-05,68.438,1111,1.68E-07,167.140919
4.60E-05,73.16,2.014169,1.69E-05,4.28E-05,68.43,1111,1.68E-07,167.140919
4.60E-05,73.24,2.014169,1.69E-05,4.28E-05,68.402,1111,1.68E-07,167.140919
4.61E-05,73.24,2.014169,1.70E-05,4.29E-05,68.341,1111,1.68E-07,167.150704
4.62E-05,73.24,2.014169,1.71E-05,4.29E-05,68.258,1111,1.69E-07,167.150704
4.61E-05,73.27,2.017794,1.71E-05,4.28E-05,68.213,1111,1.70E-07,167.150704
4.61E-05,73.27,2.017794,1.71E-05,4.28E-05,68.246,1111,1.70E-07,167.150704
4.61E-05,73.27,2.017794,1.71E-05,4.29E-05,68.279,1111,1.70E-07,167.150704
4.62E-05,73.34,2.017794,1.70E-05,4.29E-05,68.331,1111,1.69E-07,167.161084
4.62E-05,73.34,2.017794,1.70E-05,4.29E-05,68.343,1111,1.68E-07,167.161084
4.62E-05,73.34,2.023031,1.71E-05,4.29E-05,68.231,1111,1.68E-07,167.161084
4.62E-05,73.37,2.023031,1.72E-05,4.29E-05,68.139,1111,1.69E-07,167.161084
4.61E-05,73.37,2.023031,1.71E-05,4.29E-05,68.215,1111,1.70E-07,167.161084
4.61E-05,73.37,2.023031,1.70E-05,4.28E-05,68.3,1111,1.70E-07,167.17377
4.61E-05,73.37,2.023031,1.70E-05,4.29E-05,68.349,1111,1.69E-07,167.17377
4.62E-05,73.44,2.004226,1.71E-05,4.30E-05,68.338,1111,1.69E-07,167.17377
4.63E-05,73.44,2.004226,1.71E-05,4.30E-05,68.332,1111,1.69E-07,167.17377
4.63E-05,73.44,2.004226,1.71E-05,4.30E-05,68.34,1111,1.69E-07,167.17377
4.63E-05,73.48,2.004226,1.70E-05,4.30E-05,68.403,1111,1.69E-07,167.187201
4.62E-05,73.48,1.99692,1.69E-05,4.30E-05,68.505,1111,1.69E-07,167.187201
4.62E-05,73.48,1.99692,1.69E-05,4.30E-05,68.573,1111,1.68E-07,167.187201
4.62E-05,73.55,1.99692,1.69E-05,4.30E-05,68.567,1111,1.67E-07,167.187201
4.61E-05,73.55,1.99692,1.69E-05,4.29E-05,68.533,1111,1.66E-07,167.20238
4.61E-05,73.55,1.99692,1.69E-05,4.29E-05,68.477,1111,1.65E-07,167.20238
4.62E-05,73.59,1.989808,1.70E-05,4.30E-05,68.383,1111,1.64E-07,167.20238
4.62E-05,73.59,1.989808,1.71E-05,4.30E-05,68.357,1111,1.64E-07,167.20238
4.62E-05,73.59,1.989808,1.71E-05,4.30E-05,68.352,1111,1.64E-07,167.20238
4.62E-05,73.66,1.989808,1.70E-05,4.30E-05,68.396,1111,1.64E-07,167.218415
4.62E-05,73.66,1.989808,1.70E-05,4.30E-05,68.435,1111,1.64E-07,167.218415
4.62E-05,73.66,1.982909,1.70E-05,4.29E-05,68.392,1111,1.64E-07,167.218415
4.62E-05,73.72,1.982909,1.70E-05,4.29E-05,68.376,1111,1.64E-07,167.218415
4.62E-05,73.72,1.982909,1.70E-05,4.30E-05,68.417,1111,1.63E-07,167.218415
4.63E-05,73.72,1.982909,1.70E-05,4.30E-05,68.454,1111,1.63E-07,167.235864
4.62E-05,73.76,1.982909,1.70E-05,4.30E-05,68.406,1111,1.62E-07,167.235864
4.62E-05,73.76,1.976423,1.71E-05,4.30E-05,68.335,1111,1.61E-07,167.235864
4.63E-05,73.76,1.976423,1.71E-05,4.30E-05,68.251,1111,1.59E-07,167.235864
4.63E-05,73.83,1.976423,1.71E-05,4.30E-05,68.261,1111,1.59E-07,167.254652
4.63E-05,73.83,1.976423,1.71E-05,4.31E-05,68.286,1111,1.58E-07,167.254652
4.64E-05,73.83,1.976423,1.71E-05,4.31E-05,68.32,1111,1.58E-07,167.254652
4.64E-05,73.86,1.98013,1.71E-05,4.31E-05,68.389,1111,1.57E-07,167.254652
4.63E-05,73.86,1.98013,1.71E-05,4.30E-05,68.36,1111,1.57E-07,167.254652
4.62E-05,73.86,1.98013,1.71E-05,4.30E-05,68.31,1111,1.57E-07,167.275226
4.63E-05,73.86,1.98013,1.71E-05,4.30E-05,68.281,1111,1.57E-07,167.275226
4.63E-05,73.93,1.98013,1.71E-05,4.30E-05,68.258,1111,1.57E-07,167.275226
4.63E-05,73.93,1.984958,1.71E-05,4.30E-05,68.293,1111,1.56E-07,167.275226
4.62E-05,73.93,1.984958,1.71E-05,4.30E-05,68.331,1111,1.56E-07,167.296544
4.63E-05,73.96,1.984958,1.71E-05,4.30E-05,68.346,1111,1.54E-07,167.296544
4.63E-05,73.96,1.984958,1.71E-05,4.31E-05,68.304,1111,1.53E-07,167.296544
4.64E-05,73.96,1.984958,1.72E-05,4.31E-05,68.235,1111,1.52E-07,167.296544
4.64E-05,74.03,1.992203,1.72E-05,4.31E-05,68.219,1111,1.51E-07,167.296544
4.63E-05,74.03,1.992203,1.72E-05,4.30E-05,68.245,1111,1.51E-07,167.320281
4.63E-05,74.03,1.992203,1.71E-05,4.30E-05,68.31,1111,1.50E-07,167.320281
4.63E-05,74.09,1.992203,1.71E-05,4.30E-05,68.324,1111,1.50E-07,167.320281
4.63E-05,74.09,1.992203,1.71E-05,4.30E-05,68.36,1111,1.49E-07,167.320281
4.63E-05,74.09,2.002658,1.71E-05,4.30E-05,68.341,1111,1.49E-07,167.320281
4.62E-05,74.13,2.002658,1.71E-05,4.29E-05,68.28,1111,1.49E-07,167.344464
4.61E-05,74.13,2.002658,1.71E-05,4.28E-05,68.265,1111,1.48E-07,167.344464
4.61E-05,74.13,2.002658,1.70E-05,4.28E-05,68.314,1111,1.47E-07,167.344464
4.62E-05,74.19,2.002658,1.70E-05,4.29E-05,68.379,1111,1.46E-07,167.344464
4.63E-05,74.19,2.001828,1.70E-05,4.30E-05,68.413,1111,1.45E-07,167.344464
4.63E-05,74.19,2.001828,1.70E-05,4.30E-05,68.399,1111,1.44E-07,167.370283
4.63E-05,74.22,2.001828,1.71E-05,4.30E-05,68.354,1111,1.44E-07,167.370283
4.63E-05,74.22,2.001828,1.71E-05,4.30E-05,68.284,1111,1.44E-07,167.370283
4.63E-05,74.22,2.001828,1.72E-05,4.30E-05,68.237,1111,1.44E-07,167.370283
4.63E-05,74.29,1.992076,1.71E-05,4.30E-05,68.256,1111,1.45E-07,167.397368
4.63E-05,74.29,1.992076,1.71E-05,4.30E-05,68.309,1111,1.44E-07,167.397368
4.64E-05,74.29,1.992076,1.71E-05,4.31E-05,68.372,1111,1.44E-07,167.397368
4.65E-05,74.32,1.992076,1.71E-05,4.32E-05,68.384,1111,1.43E-07,167.397368
4.64E-05,74.32,1.992076,1.71E-05,4.32E-05,68.379,1111,1.41E-07,167.397368
4.63E-05,74.32,1.99016,1.71E-05,4.31E-05,68.331,1111,1.39E-07,167.426908
4.63E-05,74.32,1.99016,1.72E-05,4.30E-05,68.259,1111,1.38E-07,167.426908
4.63E-05,74.38,1.99016,1.72E-05,4.30E-05,68.193,1111,1.38E-07,167.426908
4.63E-05,74.38,1.99016,1.72E-05,4.30E-05,68.188,1111,1.37E-07,167.426908
4.63E-05,74.38,1.99016,1.72E-05,4.30E-05,68.258,1111,1.36E-07,167.426908
4.63E-05,74.41,1.993284,1.71E-05,4.31E-05,68.328,1111,1.35E-07,167.45723
4.63E-05,74.41,1.993284,1.71E-05,4.30E-05,68.337,1111,1.34E-07,167.45723
4.63E-05,74.41,1.993284,1.71E-05,4.30E-05,68.325,1111,1.33E-07,167.45723
4.63E-05,74.48,1.993284,1.71E-05,4.30E-05,68.316,1111,1.32E-07,167.45723
4.64E-05,74.48,1.993284,1.71E-05,4.31E-05,68.314,1111,1.32E-07,167.488891
4.65E-05,74.48,1.987551,1.72E-05,4.32E-05,68.329,1111,1.31E-07,167.488891
4.65E-05,74.54,1.987551,1.72E-05,4.32E-05,68.318,1111,1.31E-07,167.488891
4.65E-05,74.54,1.987551,1.72E-05,4.32E-05,68.304,1111,1.31E-07,167.488891
4.65E-05,74.54,1.987551,1.72E-05,4.32E-05,68.286,1111,1.31E-07,167.488891
4.65E-05,74.57,1.987551,1.73E-05,4.32E-05,68.215,1111,1.32E-07,167.52137
4.65E-05,74.57,1.992564,1.73E-05,4.32E-05,68.219,1111,1.32E-07,167.52137
4.65E-05,74.57,1.992564,1.72E-05,4.32E-05,68.225,1111,1.32E-07,167.52137
4.64E-05,74.63,1.992564,1.72E-05,4.31E-05,68.259,1111,1.32E-07,167.52137
4.64E-05,74.63,1.992564,1.72E-05,4.31E-05,68.303,1111,1.31E-07,167.52137
4.64E-05,74.63,1.992564,1.72E-05,4.31E-05,68.287,1111,1.28E-07,167.555375
4.64E-05,74.66,1.986337,1.72E-05,4.31E-05,68.238,1111,1.26E-07,167.555375
4.64E-05,74.66,1.986337,1.72E-05,4.31E-05,68.243,1111,1.25E-07,167.555375
4.64E-05,74.66,1.986337,1.72E-05,4.31E-05,68.251,1111,1.24E-07,167.555375
4.64E-05,74.71,1.986337,1.71E-05,4.31E-05,68.34,1111,1.23E-07,167.591426
4.63E-05,74.71,1.986337,1.71E-05,4.31E-05,68.336,1111,1.22E-07,167.591426
4.64E-05,74.71,1.98838,1.72E-05,4.31E-05,68.278,1111,1.22E-07,167.591426
4.64E-05,74.71,1.98838,1.72E-05,4.31E-05,68.196,1111,1.21E-07,167.591426
4.64E-05,74.74,1.98838,1.73E-05,4.30E-05,68.146,1111,1.21E-07,167.591426
4.64E-05,74.74,1.98838,1.73E-05,4.30E-05,68.081,1111,1.21E-07,167.629337
4.64E-05,74.74,1.98838,1.74E-05,4.30E-05,68.039,1111,1.22E-07,167.629337
4.64E-05,74.8,1.990852,1.73E-05,4.31E-05,68.063,1111,1.24E-07,167.629337
4.65E-05,74.8,1.990852,1.74E-05,4.31E-05,68.08,1111,1.26E-07,167.629337
4.65E-05,74.8,1.990852,1.73E-05,4.31E-05,68.093,1111,1.28E-07,167.667992
4.64E-05,74.86,1.990852,1.73E-05,4.31E-05,68.117,1111,1.29E-07,167.667992
